 	la	mia	mia	mamma	mio	padre	mia	mamma	e	mio	padre	eh	non	sono	stati	mai	in	Grecia	</S>
a31	0.0020852408	0.0028163625	0.015060139	0.005190483	0.017439304	0.07021401	0.06301624	0.05620384	0.102400735	0.050797053	0.06610171	0.19768606	0.044866133	0.04409063	0.036288787	0.032096382	0.036237918	0.100469545	0.056939445
a37	0.0008086434	0.0025567482	0.014566003	0.008109405	0.15473412	0.2956775	0.12153493	0.026120486	0.030836554	0.032444026	0.056545783	0.042209268	0.009414107	0.008665459	0.02284055	0.014714067	0.024367841	0.11965116	0.014203331
a8	0.00070926914	0.0022348422	0.013140904	0.009749252	0.07510898	0.14360833	0.1641376	0.07502937	0.0713847	0.051453874	0.08607437	0.10366037	0.018236866	0.011911856	0.032153245	0.014985809	0.03239725	0.08376336	0.010259764
a31	0.00059565203	0.0024147222	0.019304987	0.01271003	0.051183432	0.10434303	0.14351135	0.09237828	0.09367736	0.06648519	0.09675365	0.12580806	0.016305005	0.009255386	0.03629435	0.018385425	0.037608273	0.06015086	0.012835035
a39	0.0021571317	0.0063592824	0.044972353	0.024032755	0.07488873	0.16212136	0.16077629	0.07097724	0.070816256	0.04837795	0.086585104	0.09763895	0.009597529	0.0071430397	0.020374628	0.00925456	0.0233531	0.07108013	0.009493652
a3	0.000300834	0.0011821233	0.008330748	0.004227642	0.025046362	0.08147035	0.113238595	0.08337643	0.10226919	0.07622139	0.0992875	0.1508664	0.023582151	0.011696361	0.052235983	0.032371067	0.05041449	0.06493289	0.018949514
a8	0.0006195006	0.0025493766	0.009539998	0.005039168	0.015367217	0.06613129	0.10529049	0.08889394	0.11689024	0.08073402	0.097626425	0.16760625	0.04191167	0.0204486	0.043236565	0.032953933	0.038453855	0.045415316	0.021292208
a31	0.0031538038	0.010419391	0.023048123	0.012810247	0.012675174	0.0548738	0.094250694	0.10037298	0.12591657	0.07141252	0.0805846	0.17207111	0.061465822	0.035298802	0.030623127	0.026585871	0.027530562	0.033351272	0.02355546
a7	0.0023196351	0.008400253	0.053673994	0.018915214	0.0250528	0.06412055	0.091798894	0.116715156	0.15371954	0.047410697	0.05178912	0.22090484	0.030577883	0.017654404	0.011275718	0.009816452	0.011708957	0.036114693	0.028031144
a27	0.00054995494	0.0013783118	0.0033401416	0.0022224956	0.008756915	0.050603285	0.08518015	0.07592802	0.112429224	0.082446136	0.095556594	0.17772736	0.0740579	0.04164377	0.05170134	0.04016343	0.037031654	0.042476863	0.016806558
a31	0.0012981984	0.0027475231	0.00465766	0.0042690644	0.00880886	0.04324454	0.07709144	0.07743281	0.123746134	0.080811165	0.091174215	0.20755203	0.09291167	0.05386024	0.039579786	0.02909718	0.02188248	0.027840225	0.011994847
a0	0.0034862051	0.010542458	0.04873928	0.017469417	0.018703347	0.05325324	0.08601095	0.11759857	0.15587498	0.047102973	0.050416462	0.22562447	0.043915264	0.026072538	0.012145467	0.011397788	0.012560929	0.030468544	0.028617062
a31	0.00045146362	0.0010755273	0.003170926	0.0017053267	0.008555268	0.05238251	0.08606513	0.071969725	0.10992853	0.0822942	0.097844005	0.1774672	0.07137398	0.04201055	0.052512214	0.04177248	0.03928947	0.043493733	0.016637756
a37	0.003846432	0.011519962	0.052438423	0.018022511	0.02089137	0.05860801	0.08485248	0.10881857	0.14895241	0.04931088	0.05368427	0.2174155	0.043860346	0.028224975	0.012651926	0.011922495	0.012799879	0.031904273	0.030275375
a31	0.000121556855	0.0003165702	0.0017698542	0.0007492269	0.0072453655	0.060173493	0.08640788	0.055989794	0.100443214	0.08334488	0.11336371	0.19158474	0.046526108	0.02509737	0.060664993	0.044133816	0.048679795	0.058708232	0.0146794375
a24	0.0035584224	0.010251204	0.048060883	0.015503188	0.021581102	0.06313057	0.085291855	0.10270408	0.14655304	0.050514817	0.056296088	0.22009344	0.042631876	0.028387336	0.013178658	0.012355528	0.013288493	0.034967005	0.03165248
a31	0.00023400674	0.0005151903	0.0023221006	0.0009056003	0.0073977294	0.05978	0.08421633	0.057322368	0.0918001	0.08049316	0.10433749	0.15502182	0.048606407	0.030948559	0.06800247	0.05488602	0.063789114	0.06813652	0.02128506
a20	0.0032511754	0.009680833	0.046774913	0.014969577	0.021124987	0.06153362	0.08491007	0.10584285	0.14933197	0.049898922	0.054332495	0.22325109	0.043994047	0.02906681	0.012475813	0.011895878	0.012466287	0.03412495	0.0310737
a31	4.6642137e-05	0.00010864414	0.0008584118	0.00032863164	0.0053313747	0.0646851	0.07658387	0.03647874	0.07844948	0.07629108	0.12997454	0.19564854	0.027499974	0.01460679	0.07249242	0.04751712	0.06691297	0.091644816	0.0145408
a37	0.002861094	0.007975052	0.0398336	0.011677545	0.021698026	0.07016042	0.08590751	0.09226987	0.141851	0.052212484	0.061577044	0.22834988	0.039667144	0.027032228	0.014584519	0.013340944	0.014804235	0.0411317	0.033065762
a39	4.186411e-05	8.805323e-05	0.0006993934	0.00027330412	0.004805602	0.06347955	0.07601929	0.034093615	0.07816463	0.07567465	0.1364123	0.21018623	0.02595254	0.013571697	0.070403665	0.04459007	0.062894255	0.089521244	0.013128023
a17	3.466617e-05	6.250786e-05	0.00049092824	0.00020972594	0.0042467746	0.06247196	0.07313282	0.029803947	0.07628341	0.07396356	0.1476328	0.23557389	0.02393086	0.012304761	0.06671894	0.039250705	0.055277094	0.087824814	0.0107858
a31	5.315293e-05	8.818601e-05	0.0005864349	0.00023081062	0.0044790898	0.06614362	0.078526	0.03118381	0.07908103	0.07413328	0.14878683	0.23379587	0.025197009	0.013267239	0.060497075	0.03696113	0.05295816	0.08268895	0.011342282
a28	0.0021661553	0.005646116	0.029502658	0.007906189	0.022433119	0.08135115	0.085683525	0.07761197	0.13256377	0.05225525	0.06761765	0.23747337	0.034962676	0.024633287	0.016270354	0.014421032	0.017062832	0.05423348	0.036205478
a38	2.5748692e-05	5.1850002e-05	0.00042803146	0.00019532989	0.0036805223	0.056653585	0.06557691	0.026713002	0.06756811	0.07166282	0.14631802	0.21560895	0.022112396	0.011836849	0.07860634	0.046038922	0.068216905	0.10662282	0.0120828645
