 	i	bambini	non	possono	mangiare	il	gelato	prima	di	mangiare	</S>
a43	0.057491634	0.000104407285	0.00050462794	0.0026994203	0.006260254	0.0020933738	0.012910974	0.18307152	0.30428973	0.39304176	0.037532322
a20	0.3878175	0.0023621488	0.004597668	0.03256337	0.30253994	0.02376129	0.03195832	0.05767399	0.050905067	0.08813733	0.0176834
a31	0.15740089	0.00054028956	0.0016252568	0.014651367	0.27004576	0.02819659	0.056780215	0.10868515	0.10444098	0.21629202	0.041341454
a39	0.069081254	0.0001563921	0.00026872524	0.004582508	0.08298938	0.021526607	0.094464354	0.25994167	0.19755349	0.19850427	0.0709314
a31	0.055736605	0.00011996881	0.0005188654	0.0062751626	0.15051037	0.014081579	0.054963216	0.16269225	0.15182325	0.3523937	0.050885048
a46	0.11052225	0.00021838382	0.00017292783	0.0014589925	0.026446525	0.004552118	0.03894602	0.27957144	0.21869408	0.2875702	0.031847093
a37	0.008845484	2.2364498e-05	0.00010616756	0.003122452	0.025248189	0.0023464623	0.009757733	0.10516428	0.121531814	0.7046722	0.019182866
a31	0.021067929	6.198617e-05	0.0001979553	0.0049023833	0.0147758825	0.002536011	0.0062209056	0.079079606	0.104843296	0.75730586	0.009008178
a13	0.012980687	0.00021244203	0.00023017332	0.0022187491	0.0065418812	0.0020188305	0.010674547	0.25477272	0.20776539	0.49327645	0.009308047
a11	0.007466711	3.7647704e-05	0.000181509	0.0072105927	0.019023135	0.0027658944	0.004899288	0.05364563	0.081610195	0.8130579	0.010101482
a31	0.077369265	0.00023158	0.0011278212	0.012053831	0.01805179	0.003318944	0.006510859	0.0754286	0.11806836	0.6772654	0.010573541
a20	0.007890609	0.00011515309	0.00017038685	0.0027079775	0.0045664795	0.0021166992	0.01068825	0.26059955	0.22914484	0.4730437	0.008956297
a31	0.013414966	5.266049e-05	0.0006653797	0.020964729	0.038807128	0.0031588178	0.0048598787	0.04430505	0.078465834	0.78160393	0.013701546
a41	0.0049616783	0.00013466674	0.00028110718	0.004440247	0.004264095	0.002651016	0.009583725	0.20716438	0.22021934	0.53721595	0.009083853
a31	0.007906428	5.9664733e-05	0.00041321263	0.021332491	0.049696084	0.0029423786	0.004167515	0.03993521	0.07320459	0.7871931	0.013149284
a24	0.011077526	0.00017996145	0.00048564994	0.005497488	0.0054239454	0.0024190897	0.00840005	0.20038079	0.23286647	0.5230299	0.010239135
a31	0.005314333	6.157089e-05	0.0006912202	0.032368165	0.074154474	0.0058705998	0.009084189	0.06305921	0.10599147	0.68256456	0.020840168
a10	0.028910039	0.0002505566	0.0008157004	0.009606894	0.012193198	0.0028849824	0.010139219	0.19681256	0.22976969	0.49394682	0.014670361
a31	0.005338789	9.839623e-05	0.00068820984	0.04348836	0.093230724	0.0033074548	0.006498904	0.04057753	0.06816183	0.7197794	0.018830488
a46	0.036951747	0.0005825552	0.0016150336	0.014446592	0.015258168	0.0028952397	0.0075851227	0.15028946	0.19206601	0.56703454	0.011275516
a20	0.0087694805	0.0001847975	0.00089127925	0.03960539	0.09585099	0.003138647	0.0074690343	0.041563567	0.06651132	0.7182828	0.01773263
a46	0.010300811	0.00023025142	0.0010229148	0.030931324	0.07319649	0.0037032028	0.01006513	0.05347349	0.083815575	0.7081238	0.025137024
a31	0.017384233	0.00021447241	0.00094802957	0.024305124	0.05459703	0.0037146658	0.009976486	0.054888945	0.0879643	0.7154377	0.03056905
a7	0.114386685	0.0029591366	0.0052393656	0.022901736	0.0214999	0.0026686816	0.006184265	0.09304646	0.111870624	0.61203945	0.0072036884
a31	0.0072141974	0.0002112516	0.00087235245	0.027336437	0.07011184	0.0054163896	0.016763246	0.073634446	0.10340165	0.65795016	0.037087996
a39	0.20348592	0.0056894645	0.011568427	0.03737114	0.026733302	0.0028611985	0.0064355456	0.07864869	0.09428187	0.5253198	0.0076046553
a31	0.009511424	0.00037627594	0.0011961377	0.021797163	0.057212994	0.0060620867	0.020164754	0.09639324	0.11829104	0.6336234	0.03537142
a15	0.32363015	0.010565899	0.022652276	0.044122495	0.02379985	0.0030033453	0.006859722	0.06929643	0.07456067	0.41441047	0.007098664
a20	0.012284821	0.0006333011	0.0017310822	0.021233149	0.052725364	0.0070642196	0.022334896	0.11348017	0.122724965	0.6111696	0.034618426
a35	0.009098941	0.00068047293	0.0015435877	0.01734436	0.045670375	0.009680962	0.026576214	0.12447916	0.12647337	0.6032125	0.035240076
a28	0.01986656	0.0009370807	0.001902304	0.018665023	0.045316126	0.011205279	0.031782597	0.13855338	0.13330185	0.56291217	0.03555757
a31	0.02057742	0.00073316385	0.0014366128	0.021246638	0.050550666	0.013425414	0.040710356	0.16259158	0.15082017	0.493754	0.044154003
a0	0.38713774	0.014490294	0.03140307	0.04543329	0.02271125	0.0040763584	0.009383158	0.076569706	0.0689246	0.33116883	0.008701721
a31	0.012794839	0.0008370986	0.0017287171	0.018194985	0.04556707	0.011404269	0.03237006	0.15051073	0.13189948	0.5600499	0.034642797
a20	0.4066108	0.016892182	0.032659758	0.042986955	0.022868432	0.0051386594	0.011312088	0.080894016	0.06712214	0.30409017	0.009424744
a41	0.0095613	0.0011982593	0.0023233271	0.021127934	0.04942377	0.015213354	0.034082357	0.14492732	0.12274218	0.5647554	0.03464477
a39	0.020550165	0.001572838	0.0026943896	0.022152003	0.05027227	0.01666266	0.040672723	0.16282283	0.13194524	0.5174676	0.033187248
a31	0.040542103	0.0016979583	0.0027290247	0.023064753	0.04899213	0.016766032	0.04844616	0.18926999	0.15506548	0.4371492	0.03627716
</S>	0.40408024	0.019358125	0.03924709	0.04919844	0.023692299	0.006225143	0.012972741	0.084275596	0.06702457	0.28362972	0.010296025
