 	non	sapeva	dove	a	stare	</S>
a20	0.00028455886	0.0011807219	0.06414664	0.033699967	0.8844173	0.016270787
a31	0.6367929	0.019655826	0.06729667	0.030744495	0.1943448	0.05116538
a37	0.020347107	0.0031508503	0.09438654	0.036277033	0.8170666	0.028771894
a38	0.007299877	0.00373464	0.04012789	0.010005448	0.92990255	0.008929609
a31	0.01602326	0.0028566455	0.048702504	0.019527718	0.90605617	0.006833725
a41	0.00057339575	0.00017989468	0.008362163	0.0054737316	0.9814633	0.0039475416
a10	0.010256016	0.006912809	0.061372127	0.025715139	0.8789695	0.016774485
a20	0.0059618517	0.0031701254	0.042186137	0.034815565	0.89128846	0.022577876
a9	0.0007845292	0.00052812946	0.029087367	0.05652845	0.8883606	0.024710907
</S>	0.0012978537	0.0006405197	0.035013754	0.055876214	0.8823941	0.024777567
