 	lo	posso	finire	di	fare	</S>
a20	0.7649756	0.0026569657	0.0117391655	0.07026307	0.13206033	0.018304866
a31	0.8751902	0.0023244335	0.0023417517	0.0852196	0.015912518	0.019011553
a46	0.91499245	0.0021489693	0.0025523026	0.039542433	0.027423006	0.013340794
a31	0.49678782	0.0013800048	0.0030179902	0.30554852	0.101568185	0.09169751
a41	0.4819194	0.003375398	0.0075453194	0.123258874	0.326419	0.05748205
a18	0.20104624	0.004191376	0.015728772	0.4827438	0.1617668	0.13452299
a7	0.3836636	0.008339156	0.0731403	0.30472156	0.16507916	0.065056175
a41	0.43093362	0.005511761	0.053890157	0.2794687	0.16632535	0.06387039
a31	0.3565228	0.004901712	0.044131566	0.26886857	0.24245213	0.08312323
a0	0.050298173	0.00044881133	0.0058809426	0.65995854	0.13711753	0.14629602
a31	0.06311646	0.0046192114	0.021111043	0.38798743	0.33706427	0.1861016
a39	0.07381862	0.0014938248	0.008837256	0.61773235	0.23516801	0.062949985
a46	0.02366016	0.0076004956	0.027836824	0.30882102	0.5241972	0.10788424
</S>	0.030254044	0.013390486	0.07273112	0.18927081	0.6390812	0.0552723
