 	la	casa	la	costruisce	il	mastro	</S>
a20	0.006350845	0.00015502074	0.00499156	0.38240004	0.29460135	0.30513883	0.006362311
a17	0.25489947	0.0058823987	0.009209499	0.6219988	0.04913583	0.051922064	0.006951893
a10	0.030863753	0.0013093487	0.008993956	0.61079836	0.13923559	0.17877947	0.030019479
a24	0.009051454	0.00016516818	0.0024780296	0.63767713	0.12829322	0.214834	0.007500978
a46	0.003989253	0.00010920555	0.0048034918	0.44629994	0.23311631	0.2973689	0.01431295
a8	0.06165314	0.0015855829	0.017494205	0.42894194	0.27711138	0.19885713	0.014356626
a14	0.039762054	0.0012466033	0.019885473	0.39144874	0.31444854	0.2165171	0.016691525
a31	0.09156214	0.0014334642	0.013620221	0.49929646	0.20226319	0.18378262	0.008041857
a20	0.004237144	0.00013876625	0.009183947	0.4549422	0.293142	0.23300992	0.005345953
a41	0.10853217	0.0011736366	0.008243902	0.5926837	0.13077635	0.15299447	0.0055958005
a29	0.1303573	0.0025560802	0.016345372	0.5716016	0.13412312	0.14160983	0.0034066916
a31	0.055317987	0.002251499	0.015757993	0.63658804	0.11487586	0.1713146	0.0038940054
a30	0.0009191588	7.945205e-05	0.008505776	0.5264006	0.19180734	0.26991707	0.0023706015
a31	0.035018735	0.005259162	0.028258301	0.43137878	0.19349834	0.28393453	0.022652099
a28	0.00094112544	7.5528216e-05	0.009722189	0.71376646	0.0809821	0.19329278	0.0012198219
a31	0.008994417	0.003547312	0.052118286	0.4783869	0.17021425	0.2584493	0.028289616
a17	0.0023990967	9.698686e-05	0.00732302	0.7781915	0.05334423	0.15767266	0.00097260484
a20	0.006147565	0.0010025561	0.039397497	0.50951064	0.18595962	0.24730563	0.01067655
a31	0.0047603115	0.0012900598	0.05164195	0.5026105	0.19278528	0.2367063	0.010205656
a20	0.0030548198	0.00011787189	0.0030688052	0.7699856	0.066233486	0.15701486	0.000524593
a29	0.004406238	0.0012222677	0.04739073	0.47982496	0.2210317	0.23661368	0.009510424
a31	0.0031112297	0.00070826325	0.02984759	0.5437706	0.20049848	0.2183757	0.0036882046
</S>	0.002233452	0.00012375525	0.0022213608	0.77888846	0.057272978	0.158788	0.00047208866
