 	il	dito	si	gonfiò	</S>
a39	0.7125168	0.0026598917	0.080861434	0.17755271	0.02640922
a13	0.46082434	0.00025993132	0.013656248	0.504328	0.020931453
a31	0.15020497	0.00013097152	0.014916478	0.8012981	0.03344947
a20	0.241709	0.00025618493	0.007121472	0.73773664	0.013176699
a31	0.09860504	0.00030835866	0.047354493	0.7647192	0.089012854
a11	0.24404967	0.001421965	0.044706173	0.6484404	0.061381746
a31	0.042489253	0.000314913	0.13718323	0.6599101	0.1601025
a39	0.058002353	0.0012903648	0.2163956	0.6053066	0.1190051
a31	0.003205201	0.00013706487	0.111359745	0.76954365	0.115754366
a41	0.048879385	0.0040991483	0.11970257	0.7715372	0.055781696
a46	0.006469278	0.0012657712	0.045298565	0.9023933	0.044573188
a31	0.032662172	0.00691034	0.068067715	0.83980095	0.05255884
</S>	0.17478457	0.022997072	0.17136633	0.59057796	0.040274087
