 	volevo	trovare	un	forno	che	fa	un	rustico	buono	</S>
a20	0.26040834	1.9033008e-05	0.02663224	0.12769924	0.06717262	0.05816239	0.27163458	0.010011215	0.15214595	0.026114333
a31	0.2574714	4.236331e-05	0.07300538	0.20746467	0.054867312	0.048647027	0.12269259	0.014789848	0.21246204	0.008557389
a37	0.040689733	1.4914202e-05	0.04152934	0.16888988	0.0746693	0.060989387	0.13821399	0.032883804	0.4026052	0.03951449
a21	0.03860545	3.126734e-06	0.021269612	0.14507554	0.0528843	0.07239872	0.1871508	0.042663604	0.40416306	0.035785817
a31	0.07142007	1.6863183e-06	0.017230418	0.12596028	0.06869522	0.096944086	0.24540904	0.038142703	0.28415596	0.052040543
a7	0.09024959	1.1808819e-05	0.025399651	0.24372192	0.06812647	0.039731	0.20818608	0.0125894025	0.2886584	0.023325663
a29	0.12321599	1.1785376e-06	0.010520999	0.06361731	0.034633007	0.08149541	0.2809915	0.020905944	0.34982166	0.034797017
a31	0.4554753	3.0195663e-06	0.015941313	0.072678894	0.047765117	0.06374084	0.17985387	0.012287646	0.12928723	0.022966744
a29	0.17104362	6.4482483e-06	0.04165759	0.22942145	0.13306354	0.06452955	0.19316919	0.015744494	0.11475915	0.036604967
a31	0.3188975	5.011899e-06	0.017875727	0.056497473	0.032057777	0.065018706	0.24682413	0.011503976	0.23197146	0.0193483
a41	0.24967207	9.945266e-06	0.031628907	0.15686995	0.110338226	0.06474086	0.22422332	0.013177744	0.121439435	0.027899548
a18	0.19843297	7.3950023e-06	0.018879129	0.03430093	0.014980951	0.029998872	0.2161656	0.008364015	0.46348143	0.01538883
a31	0.33750615	5.3801705e-06	0.0123538235	0.022036348	0.010825483	0.021638874	0.14775328	0.007223466	0.4237539	0.0169034
a37	0.21518539	1.40831535e-05	0.02803882	0.11234389	0.059987698	0.03967057	0.3178125	0.008237307	0.20220089	0.01650879
a3	0.033634532	4.012615e-06	0.008786459	0.016096445	0.008788156	0.016049162	0.12018856	0.013946439	0.7607569	0.021749249
a21	0.0429291	3.4670845e-06	0.00645037	0.014050418	0.008375117	0.014682375	0.11028103	0.014395478	0.7651477	0.023684911
a31	0.060711723	5.5010973e-06	0.0073730336	0.016367335	0.010857996	0.01809363	0.115914226	0.017206743	0.7238692	0.029600594
a37	0.21279328	3.3035172e-05	0.019025495	0.04936144	0.0160767	0.008702814	0.16802453	0.00466244	0.5136943	0.007626047
a31	0.011850657	8.0383925e-06	0.005078721	0.013545317	0.011203649	0.020650478	0.089402206	0.024537096	0.7921076	0.031616326
a28	0.28640935	4.329303e-05	0.0128438175	0.030485142	0.010385018	0.0057942974	0.1097199	0.003142003	0.5364771	0.0047000996
a31	0.014057199	2.2593436e-05	0.005520729	0.021270458	0.018179225	0.033179116	0.14910774	0.04007396	0.67729825	0.04129074
a8	0.32846764	5.0608294e-05	0.011491618	0.025173727	0.009017061	0.005615125	0.11830372	0.0024515437	0.4953837	0.0040452327
a31	0.04115275	2.6468186e-05	0.003608574	0.011536704	0.0076206867	0.012497198	0.14702903	0.011805419	0.75203586	0.012687319
</S>	0.29647103	6.333232e-05	0.006439434	0.011834514	0.0039024653	0.0034810882	0.105928816	0.0015401414	0.56741077	0.002928408
