 	tutto	il	cibo	vuole	girato	</S>
a31	0.17348099	0.0033951483	0.5614998	0.0036038943	0.23456357	0.02345658
a8	0.03223609	0.0063848314	0.41107917	0.0061688162	0.52160996	0.022521121
a31	0.042113133	0.0060145683	0.4906177	0.0031529278	0.41711015	0.04099149
a29	0.024881758	0.005867068	0.49510053	0.0049734316	0.4500214	0.019155854
a20	0.07298123	0.0011082956	0.554196	0.000581395	0.35255507	0.018578054
a39	0.32224944	0.0013997763	0.48814848	0.0007430109	0.17972183	0.007737365
a31	0.5054439	0.00917928	0.3520555	0.001838883	0.12273293	0.0087495595
a0	0.20224036	0.008533472	0.48409843	0.013751281	0.24714863	0.04422784
a31	0.38314408	0.0032333378	0.44127274	0.0016241019	0.16332932	0.0073963823
a24	0.17743018	0.004549458	0.52371114	0.009365919	0.254205	0.03073825
a36	0.16644946	0.0018235135	0.5389184	0.002918693	0.2757836	0.01410645
a11	0.30807063	0.0011899832	0.5198774	0.0024187127	0.15873739	0.009705858
a17	0.47882468	0.0028361806	0.38590488	0.003915992	0.11949024	0.009027976
a31	0.5497431	0.0045319265	0.3425252	0.005514433	0.089797206	0.007888036
a6	0.08919989	0.00101645	0.60837626	0.0031145697	0.2758563	0.022436595
a31	0.17710544	0.0018923484	0.5543673	0.004771142	0.23894463	0.02291915
a24	0.13327324	0.0012987718	0.59898114	0.0016133724	0.2509094	0.013924029
a6	0.121974856	0.0025816332	0.53177935	0.006750903	0.28473058	0.05218259
a31	0.1478114	0.0046832724	0.48477423	0.009678693	0.30310452	0.049947884
a46	0.27302015	0.0019177559	0.4899399	0.0015833223	0.21941297	0.014125943
a39	0.10116243	0.0027358918	0.40925393	0.0056243497	0.4233484	0.05787499
a31	0.08822688	0.004870857	0.43479088	0.011507661	0.39259297	0.06801085
a41	0.2958191	0.0017304372	0.41628277	0.001510914	0.27278718	0.011869512
a8	0.08703198	0.0028119623	0.3558802	0.005451547	0.50177294	0.047051396
</S>	0.13143267	0.0064322823	0.38030848	0.010422097	0.43127653	0.040127918
