 	i	piccoli	i	bambini	non	possono	mangiare	il	gelato	prima	di	mangiare	prima	di	mangiare	</S>
a23	0.0007879058	0.0073232306	0.016518665	4.8702022e-05	6.686924e-05	0.0005655919	0.0043220622	0.0017450856	0.012031196	0.081512064	0.07445159	0.093177535	0.29338256	0.22002885	0.15092538	0.04311266
a31	0.010047843	0.0819694	0.12979917	0.016138416	0.028887851	0.056510925	0.07947376	0.031671565	0.06809904	0.10322987	0.09519259	0.07725867	0.098221034	0.062161487	0.039764933	0.021573458
a37	0.0033455878	0.03256875	0.06642323	0.0013189958	0.004861851	0.035974573	0.085888885	0.030175122	0.06107954	0.10546686	0.09992718	0.09897792	0.14831963	0.106600374	0.07007206	0.04899942
a31	0.0019434437	0.05543877	0.1067553	0.0007709844	0.0028080402	0.036150914	0.11999113	0.03751987	0.08505935	0.12537923	0.105466194	0.078396596	0.10486353	0.06032675	0.048728783	0.030401023
a24	0.004163628	0.018177874	0.049833152	0.00010856025	0.00027262297	0.007451066	0.04581935	0.0062272847	0.020860532	0.07926283	0.08519802	0.09217569	0.29945365	0.16865213	0.086645275	0.035698377
a46	0.00040387522	0.030375838	0.07878987	5.9977905e-05	0.00031025588	0.013501897	0.15604062	0.0165409	0.055972356	0.12371843	0.09871678	0.08349979	0.13843016	0.08338989	0.083892584	0.036356766
a31	0.0015843648	0.0503538	0.14044094	0.00016112499	0.0008224438	0.025969796	0.1737539	0.021781676	0.052670676	0.09684137	0.084024906	0.07071168	0.12319206	0.0711336	0.059118506	0.0274392
a39	0.003099112	0.017790493	0.061684456	5.757093e-05	0.0001269737	0.004944887	0.043036826	0.0044988473	0.017268406	0.07807788	0.08917637	0.093566746	0.31856245	0.16505145	0.07537554	0.027681962
a8	0.00026531232	0.02769401	0.07292462	6.774774e-05	0.00041108034	0.010525112	0.13453501	0.013802211	0.059064128	0.14069806	0.10421223	0.08213496	0.14507793	0.0812353	0.09816295	0.02918937
a3	0.001546557	0.026684573	0.09518871	9.833744e-05	0.00051158346	0.013709558	0.11360276	0.014076198	0.03805031	0.09992096	0.083149664	0.07365075	0.20699088	0.106494315	0.09617409	0.030150734
a31	0.00133833	0.039369203	0.116246864	0.00014774471	0.00086137356	0.019027809	0.12740874	0.018109426	0.04881203	0.10988008	0.085730754	0.07002267	0.16182356	0.08498648	0.08714994	0.029084949
a10	0.0015012	0.022312656	0.089374594	4.8692855e-05	0.0001030986	0.0036872737	0.035332985	0.0029853077	0.013829764	0.080109835	0.08610052	0.08980898	0.2898815	0.16246603	0.09529986	0.027157737
a3	0.0003500091	0.02903348	0.06849213	0.000121006975	0.0007534454	0.0092007555	0.079152286	0.01175264	0.056029554	0.15909618	0.10306906	0.077042185	0.17199612	0.087303855	0.12086686	0.02574042
a39	0.00141779	0.020061506	0.06881844	0.00012849487	0.00055419566	0.007400838	0.050439503	0.011121307	0.03536175	0.115577854	0.08328747	0.071906485	0.26416278	0.12956691	0.11173435	0.028460309
a31	0.0017276553	0.017730493	0.060481913	0.00016087959	0.0005580232	0.0056252517	0.0334835	0.010350487	0.033719063	0.11872495	0.0832523	0.072110385	0.29012275	0.14107384	0.10406677	0.026811695
a27	0.0006361894	0.019386183	0.07372703	6.086367e-05	0.000120806886	0.0020770598	0.017425798	0.0024395657	0.012910663	0.08456901	0.06907609	0.078105904	0.24882753	0.17530176	0.17566004	0.039675497
a7	0.0006345708	0.013208549	0.02885645	0.00020778309	0.00073496875	0.0034019242	0.022066124	0.008352252	0.054430347	0.2029102	0.10601071	0.07541789	0.25341132	0.10429379	0.10817729	0.017885864
a31	0.0015069336	0.016169574	0.048356	0.00016254671	0.00047534672	0.003007232	0.018189358	0.0062006484	0.029625243	0.13399412	0.09163943	0.07382828	0.32557732	0.14006136	0.0923867	0.01881991
