 	vado	trovando	un	forno	che	fa	pane	buon	e	non	so	dove	è	</S>
a31	4.6649424e-05	0.0010393712	0.029162873	0.091008	0.12001068	0.06826717	0.09997228	0.07945486	0.3040389	0.026588954	0.006506626	0.09888431	0.072307914	0.0027114279
a15	0.00023783323	0.0058691725	0.13422722	0.117839	0.08661799	0.078138776	0.09136468	0.08851712	0.12524173	0.07686801	0.024477273	0.09212922	0.065373585	0.013098418
a20	0.00022752315	0.0097916005	0.21051456	0.20099206	0.09472288	0.0698239	0.08388042	0.07171728	0.07670249	0.03388162	0.011218495	0.08383235	0.041826114	0.010868787
a31	6.1658466e-05	0.008023614	0.2100739	0.30596808	0.0852809	0.062299643	0.0584442	0.04571687	0.060700554	0.017772065	0.0039483258	0.105313435	0.032621454	0.0037752818
a39	6.2151266e-05	0.0018910589	0.17464127	0.18335983	0.073539585	0.0433371	0.077830106	0.08967294	0.1785049	0.048557356	0.003977979	0.0840398	0.03723318	0.0033528097
a31	3.344957e-05	0.0039369655	0.13098979	0.34189424	0.09063098	0.057579964	0.040851012	0.027548254	0.055711076	0.0079428	0.0025311916	0.1754943	0.06007024	0.0047857123
a15	3.8751637e-05	0.0018672199	0.09520075	0.23434138	0.11243919	0.045005217	0.06635311	0.066337354	0.18209651	0.027900117	0.0023983868	0.10965024	0.053806994	0.0025648212
a31	3.1826723e-05	0.0025446995	0.07613832	0.29276705	0.101856835	0.06326148	0.03237746	0.018783078	0.06228717	0.005311323	0.003593838	0.23793474	0.094762266	0.008349922
a18	4.3922366e-05	0.0019230985	0.06754993	0.2208286	0.15487702	0.06427594	0.065516174	0.053581115	0.17588034	0.019185198	0.0031990046	0.10815377	0.062582895	0.0024029058
a8	2.5737976e-05	0.0017409864	0.06113624	0.25104862	0.09507699	0.065248534	0.031360433	0.016689427	0.07476958	0.005360673	0.0053642117	0.27661633	0.10636431	0.009197916
a31	1.6353253e-05	0.001089442	0.05610335	0.27142164	0.10655362	0.067719236	0.037464652	0.021173637	0.11338637	0.0059207804	0.0037838155	0.2229005	0.08668905	0.0057775527
a3	3.470365e-05	0.0016413205	0.059702884	0.20732501	0.14465423	0.062349714	0.06060895	0.04631688	0.19082779	0.016877916	0.0034730586	0.12999457	0.074027576	0.0021654277
a31	2.0318801e-05	0.0014022741	0.061597593	0.27413923	0.10384631	0.06788678	0.034869816	0.018807499	0.08611613	0.0055135186	0.004512487	0.2438596	0.090212315	0.0072161104
a39	3.640691e-05	0.0016309856	0.058760803	0.20994285	0.1469458	0.06414446	0.060863994	0.04596635	0.18863572	0.016528172	0.0035577726	0.12809607	0.0726755	0.0022150963
a31	2.0137253e-05	0.0012775181	0.05997674	0.26142046	0.0925963	0.061863348	0.032178536	0.017153775	0.085192084	0.0055955607	0.004978155	0.26995957	0.09968269	0.008105126
a17	3.2943648e-05	0.0015110243	0.056641318	0.2085514	0.14182407	0.06196957	0.05912834	0.044241138	0.19417913	0.016184703	0.0034865667	0.1352028	0.074886575	0.002160486
