 	Marika	non	ha	mangiato	mai	un	rustico	</S>
a8	0.9243662	0.010095199	0.00016059435	0.002808686	0.0081364	0.04569505	0.0062336517	0.0025042344
a31	0.726516	0.076009735	0.00012736738	0.000368157	0.0014828594	0.121055916	0.063320555	0.011119421
a20	0.752504	0.027973514	4.0788767e-05	0.000548404	0.00032925274	0.13771503	0.06627661	0.0146124745
a31	0.73333365	0.009035754	6.4698994e-05	0.00011253948	0.000876218	0.16580209	0.079468615	0.011306402
a37	0.89513105	0.011517839	0.000108287306	0.00087497383	0.00023412376	0.06388605	0.02066121	0.00758638
a14	0.73355937	0.0055573313	7.3760835e-05	0.00021235718	0.0027170107	0.19481343	0.0537614	0.009305332
a10	0.96512556	0.0078919865	4.6509973e-05	0.00023784405	0.0008809262	0.020430017	0.004654308	0.0007328562
a31	0.97902346	0.009967133	6.481999e-05	0.00030066562	0.00069756707	0.007898507	0.001764966	0.00028292154
a37	0.87866724	0.010123607	0.00021401834	0.0013109838	0.014943625	0.07604169	0.0131249	0.005574009
a10	0.94355077	0.01575203	8.960252e-05	0.00077911414	0.0053433054	0.02547816	0.007387089	0.0016199641
a14	0.9714945	0.020358644	0.00014273601	0.0006889675	0.0019185685	0.0040566484	0.0010852019	0.00025474996
a0	0.9628998	0.026480881	0.00018177292	0.0019062952	0.0022452543	0.0037851022	0.0017670142	0.0007339197
a20	0.9485277	0.03622695	0.00023721006	0.002109481	0.005641588	0.004656548	0.001941139	0.0006593722
a33	0.8955458	0.053735744	0.0005651525	0.009775111	0.008703198	0.014817747	0.010582083	0.0062750815
a20	0.9163933	0.04702406	0.00028669983	0.0048586912	0.013168869	0.010687481	0.0055546183	0.002026364
a31	0.68885064	0.07446592	0.0010208624	0.027166164	0.03253517	0.0773485	0.06283605	0.03577669
a0	0.5747276	0.04613486	0.001132624	0.003042642	0.09528635	0.22683652	0.0477366	0.0051028584
a41	0.49646556	0.07109177	0.0010169523	0.037437715	0.037266072	0.15698755	0.14338319	0.056351155
a31	0.4309835	0.070494734	0.0014839295	0.044878438	0.055843707	0.1854801	0.15491717	0.055918362
a37	0.73497677	0.075846	0.0018788524	0.003238771	0.04550823	0.10542032	0.029780729	0.0033503044
a31	0.38744482	0.08774236	0.0021885934	0.07087232	0.05059915	0.20301251	0.15056884	0.047571395
a18	0.7764411	0.07583794	0.0037677984	0.0036258658	0.027313689	0.09116695	0.019387193	0.0024594811
a8	0.35002205	0.07449028	0.0036481933	0.079725824	0.05723898	0.26254344	0.13040765	0.041923605
a20	0.3985343	0.054149743	0.0070974156	0.054389913	0.08002504	0.29431286	0.085271716	0.026218988
</S>	0.318899	0.06367666	0.006034719	0.08362532	0.07469835	0.30676746	0.10827774	0.038020734
