 	la	pasta	vuole	sale	</S>
a20	0.16144945	0.8356025	0.002088543	0.0006273249	0.00023207792
a31	0.66056144	0.33594987	0.0017103645	0.0004850813	0.0012932232
a37	0.33489826	0.662663	0.0009468055	0.00048709818	0.0010047742
a46	0.20449138	0.77450687	0.0041969744	0.0040640375	0.01274074
a3	0.106840864	0.87985706	0.0031967089	0.0022544612	0.0078509245
a27	0.061608575	0.93103755	0.0022215634	0.0021191023	0.0030132015
a8	0.10906342	0.88383085	0.0028515009	0.0019830428	0.0022713095
a31	0.04715557	0.94863087	0.0015319648	0.0012133757	0.0014681664
a18	0.02169689	0.9752138	0.0006471367	0.0009471072	0.0014949014
a31	0.025391748	0.9522556	0.014228451	0.004131046	0.0039932067
a23	0.04119708	0.94555014	0.003279566	0.0044554393	0.005517747
</S>	0.018276175	0.9519378	0.022518853	0.004642078	0.0026251553
