 	è	possibile	che	è	entrato	da	qui	</S>
a13	0.17070194	0.0013482146	0.29410276	0.073223844	0.3199093	0.067594975	0.06147717	0.011641765
a31	0.09753903	0.00015476136	0.0055906284	0.0014836298	0.43000463	0.0028846646	0.45730147	0.005041232
a15	0.07496792	0.00011010614	0.004979965	0.0017395639	0.6500633	0.0033529724	0.25878093	0.006005323
a20	0.021263268	2.2104627e-05	0.0049898303	0.0022310505	0.59219176	0.0073024277	0.35423988	0.017759658
a11	0.012080649	5.837621e-05	0.018387688	0.008787189	0.4514999	0.022180779	0.45414343	0.032861978
a31	0.024117785	0.00013007547	0.054056644	0.015740873	0.41227442	0.034351427	0.4193304	0.039998382
a39	0.067348726	0.0006134663	0.18389599	0.07762408	0.4011462	0.097245656	0.14500923	0.027116602
a46	0.010430386	4.4221368e-05	0.041344922	0.01191384	0.40944833	0.027597185	0.4673827	0.031838372
a18	0.01751377	0.00038176597	0.122142404	0.018633047	0.3662543	0.030947844	0.4192522	0.024874728
a31	0.008570427	0.00050017604	0.10039995	0.01825543	0.3504537	0.036900587	0.4532057	0.031714045
a13	0.025342273	0.0019233822	0.095084555	0.03914315	0.43883297	0.052231006	0.3312558	0.016186774
a31	0.005087807	0.0013585435	0.07550459	0.026124591	0.33944762	0.029893834	0.48854035	0.03404262
a46	0.03562492	0.0040100957	0.20769507	0.057159364	0.3766057	0.05519385	0.254271	0.00944002
a31	0.014784704	0.0071525793	0.1422038	0.052307837	0.35749346	0.034037992	0.36226708	0.029752493
</S>	0.051863093	0.022114929	0.21984062	0.08098212	0.33208683	0.04189462	0.23902921	0.012188624
