 	il	muro	vuole	uno	specchio	</S>
a46	0.3012573	0.028439779	0.0052611954	0.10681604	0.5246695	0.033556134
a31	0.07048495	0.0016302399	5.5871904e-05	0.11660441	0.78823364	0.022990873
a24	0.017080583	0.00030784414	3.606116e-05	0.08911352	0.8864132	0.0070487736
a37	0.0033951357	0.00014861778	2.1319507e-05	0.102451205	0.86694443	0.027039273
a18	0.00859176	0.0004812376	9.149999e-05	0.13517572	0.8009876	0.05467209
a20	0.018160276	0.0019914699	0.0004971202	0.19275187	0.7066002	0.079999104
a41	0.053683363	0.008534691	0.0027718856	0.25162324	0.59043086	0.09295602
a31	0.023478623	0.005077219	0.0017590581	0.3025021	0.576429	0.09075399
a11	0.006085864	0.0011425756	0.00024487806	0.36537114	0.56880885	0.05834669
a31	0.002323253	0.00073065027	0.00044146774	0.3272889	0.5940131	0.075202644
</S>	0.021934146	0.007353823	0.0023045298	0.37183893	0.5741565	0.02241203
