 	è	pericoloso	di	nuotare	nella	notte	</S>
a31	0.0009669909	0.48425412	0.45299202	0.0030562792	0.056794282	0.0016830727	0.0002531374
a20	0.058404718	0.3791846	0.49490097	0.0038255146	0.05935861	0.002817929	0.0015076232
a31	0.021793954	0.57641107	0.30247486	0.0022158735	0.081756234	0.009161567	0.006186453
a37	0.037017643	0.27915618	0.62274885	0.0026808511	0.0541272	0.0025069185	0.0017623268
a31	0.005480311	0.5603153	0.21792592	0.002383603	0.15059121	0.03798519	0.025318451
a30	0.003503679	0.37050527	0.4783272	0.0019711005	0.13563265	0.007983521	0.0020765867
a13	0.00054175756	0.39337572	0.15520589	0.0016448097	0.31193832	0.09980848	0.037485007
a20	0.0010733628	0.3906558	0.20242114	0.0029755044	0.29261926	0.08344994	0.026805067
a41	0.0014164511	0.3693137	0.21754378	0.0062845084	0.3012683	0.0775045	0.026668765
a33	0.0022538318	0.33647662	0.36826587	0.012088975	0.23336288	0.03674319	0.01080864
a31	0.0014485292	0.36915663	0.33104426	0.006500382	0.2618589	0.025963616	0.004027662
a41	0.0012991829	0.18266267	0.14840251	0.001258968	0.6208405	0.042946413	0.0025897133
a0	0.0030628983	0.20199926	0.3074819	0.009174393	0.36339414	0.08636032	0.028527064
a31	0.0025686882	0.22291015	0.39103067	0.009074261	0.3288298	0.037748065	0.007838422
a24	0.0047126557	0.20879687	0.14978226	0.0022820951	0.60307616	0.02924382	0.002106088
a31	0.0068398123	0.17303275	0.36947444	0.00805727	0.3565067	0.066477366	0.019611713
a20	0.008417605	0.24795206	0.15607117	0.0035893815	0.56451344	0.017780669	0.0016756163
</S>	0.01660008	0.118962966	0.24770944	0.0066336235	0.5427953	0.04786012	0.019438524
