 	lui	sapeva	che	oggi	stava	per	fare	freddo	o	freddo	e	non	poteva	fare	il	bagno	</S>
a39	0.010554702	0.00011619887	4.4441127e-05	0.01824277	3.3838026e-07	0.0062635355	0.0024134542	0.021280903	0.018996852	0.037373237	0.07561779	0.083838835	0.2276343	0.29554838	0.07750808	0.053244926	0.0713213
a31	0.039496507	0.0015044145	0.00032161	0.015099614	1.7965347e-05	0.021965439	0.0029428964	0.20467952	0.080086134	0.21515082	0.15789807	0.067197904	0.07450106	0.03886478	0.012006948	0.053613786	0.014652637
a20	0.0058343173	0.00060997804	0.0005213328	0.030079013	3.744111e-05	0.05294116	0.028059084	0.22392148	0.08829831	0.14171126	0.11026705	0.0629277	0.07367223	0.0719965	0.027511742	0.05033265	0.03127882
a31	0.016315985	0.0008676415	0.00016247245	0.020076176	2.2042823e-06	0.028967453	0.002988011	0.20146036	0.10001847	0.20905235	0.1666508	0.051268753	0.05248979	0.02501201	0.012188742	0.09777561	0.014703229
a21	0.0046129483	0.00030654378	0.00036508948	0.032790612	8.7413355e-06	0.047515534	0.030266462	0.21555664	0.08661119	0.1578763	0.10648655	0.044835504	0.070664786	0.09919922	0.020862987	0.059085418	0.022955481
a31	0.006659548	0.00032141645	7.149204e-05	0.03228085	3.9028524e-07	0.037911557	0.0027385703	0.17014341	0.12404022	0.19729397	0.18570022	0.0350552	0.03603542	0.020725971	0.012843275	0.12359417	0.014584308
a13	0.005838981	0.00020156194	0.00030918914	0.056389105	2.712998e-06	0.054748643	0.034907185	0.1415229	0.09206007	0.13670456	0.12131283	0.036984283	0.07944312	0.13107465	0.019346552	0.06841032	0.020743385
a8	0.0045404052	0.0001361498	2.7179216e-05	0.025976634	1.2622607e-07	0.02246785	0.0014599669	0.12265936	0.11610841	0.19368064	0.25044352	0.030927874	0.033067014	0.018854694	0.012638575	0.15295887	0.014052742
a24	0.008443846	0.0002485114	0.00010746255	0.043955036	3.0109354e-07	0.036478963	0.009257391	0.09015191	0.13449374	0.1365186	0.2688276	0.041077502	0.050796147	0.045330666	0.018095031	0.095218845	0.02099852
a8	0.011448611	0.0005520812	0.00028333787	0.04860544	7.906523e-07	0.039378986	0.013573738	0.07979742	0.12753415	0.11891901	0.25104833	0.05353857	0.058313206	0.04676513	0.026776483	0.09339527	0.030069469
a31	0.032606076	0.00065155886	0.0004083821	0.06821513	7.5822487e-07	0.030293051	0.022799926	0.042991694	0.086570494	0.06936374	0.18498321	0.073790856	0.12505256	0.14103414	0.03573699	0.04914598	0.036355473
a29	0.016619787	0.00043116073	0.00077574776	0.12476859	2.644921e-06	0.08032774	0.069635704	0.040938593	0.07409438	0.04905478	0.14190166	0.051135145	0.105656505	0.12286422	0.03386441	0.0492868	0.038642067
a31	0.016359724	0.00021448689	4.5376877e-05	0.020350145	1.7663109e-07	0.010130606	0.0019952932	0.052776534	0.088407286	0.1291117	0.32698986	0.07291459	0.08705418	0.048810802	0.02173721	0.10106293	0.022039015
a37	0.01782288	0.0004237296	0.0007293574	0.10309433	2.4813314e-06	0.0626728	0.052715827	0.028794246	0.064353906	0.03730882	0.15483777	0.07066196	0.13186947	0.13194533	0.044481695	0.04815245	0.050133027
a8	0.00680194	6.513753e-05	1.0610374e-05	0.009185593	7.943863e-08	0.0045693903	0.0006278354	0.041925106	0.06087064	0.14518176	0.37485617	0.06795456	0.08333614	0.03487577	0.017592477	0.13477473	0.017372062
a31	0.018081704	0.00015647418	7.413699e-05	0.02659399	2.100521e-07	0.010236658	0.005976317	0.026532978	0.056666467	0.062029615	0.20424564	0.10213563	0.19608273	0.18623754	0.031851966	0.045008734	0.028089173
a1	0.018005103	0.00040748136	0.00069197116	0.082316674	1.9652045e-06	0.04923108	0.047861192	0.02740799	0.056631994	0.037685093	0.14596206	0.07597875	0.15169288	0.16328995	0.04707363	0.042878114	0.052884024
a31	0.00972507	0.00011480371	2.0588728e-05	0.008561589	1.6475725e-07	0.004668697	0.00065671804	0.04196411	0.060691856	0.14016709	0.36636025	0.081627995	0.09524959	0.037158787	0.017505761	0.11838904	0.017137889
a17	0.017926538	0.0005037873	0.0008507726	0.06741458	1.7744469e-06	0.04081631	0.054441813	0.026227329	0.054483414	0.03900548	0.13647555	0.07824309	0.16552283	0.19379465	0.043137845	0.036777392	0.0443769
a31	0.005761262	8.7435095e-05	1.5961336e-05	0.006396819	1.2796876e-07	0.0045832363	0.00052836124	0.04283606	0.05698696	0.1396722	0.39508572	0.07327016	0.08793291	0.035507936	0.014889937	0.12061552	0.01582929
a17	0.016894463	0.00041549336	0.00060032454	0.05384848	1.2057701e-06	0.033515606	0.037594486	0.0279285	0.051379003	0.043943815	0.14494456	0.077785045	0.17233205	0.21719386	0.040937565	0.036936212	0.043749288
a31	0.0035623976	5.1281815e-05	9.656126e-06	0.0041162577	8.6414516e-08	0.003145331	0.00032527704	0.03842866	0.04552992	0.13910674	0.4364872	0.060124718	0.07863272	0.031116145	0.011434382	0.13395618	0.013973064
a20	0.016165964	0.0003535183	0.00045884817	0.04757712	9.363827e-07	0.029208474	0.027180126	0.029895915	0.047966693	0.04873614	0.15295932	0.07480322	0.17208818	0.22660834	0.040632397	0.03975843	0.045606397
a31	0.0014702299	1.5397984e-05	2.8213162e-06	0.0011911037	7.757824e-08	0.000681624	7.7789206e-05	0.021631919	0.01671523	0.15009652	0.45099846	0.030358955	0.051898487	0.014606749	0.006657641	0.24274302	0.010854004
a20	0.010881135	0.00010878064	0.00011851099	0.025384227	3.6726718e-07	0.011087083	0.008409909	0.02016163	0.035340384	0.0448061	0.18590751	0.08487076	0.21718296	0.24292739	0.033288956	0.043677434	0.035846896
a28	0.00094401167	9.438653e-06	2.054074e-06	0.00063164404	8.6618826e-08	0.0003739907	5.388397e-05	0.014256705	0.009649193	0.13764979	0.44889525	0.021342248	0.04266038	0.009965734	0.005029095	0.29919258	0.009343973
a13	0.0008318611	8.058457e-06	1.9295585e-06	0.0005550908	7.7078695e-08	0.00033427545	5.5130677e-05	0.01333683	0.009591359	0.12617445	0.49362302	0.017425936	0.035815388	0.008158462	0.00362291	0.28259122	0.00787398
a39	0.0008678953	7.710649e-06	2.0992773e-06	0.0006313985	7.5893254e-08	0.00036439011	6.483423e-05	0.013081179	0.010303522	0.12510231	0.50368774	0.02112998	0.042012528	0.009338608	0.0039407485	0.26157683	0.007888084
a20	0.0008350546	7.2768967e-06	2.23933e-06	0.00065638917	7.8449666e-08	0.0003695462	7.1119786e-05	0.012492277	0.010181239	0.12464368	0.5062916	0.021353852	0.041913442	0.009024531	0.0038260072	0.26076877	0.007562848
a37	0.00060430914	6.2992112e-06	2.4963938e-06	0.00072335545	1.0624683e-07	0.00036814896	8.570878e-05	0.009838221	0.007849412	0.1297506	0.47332707	0.019687336	0.03810981	0.0073504066	0.004084749	0.30135977	0.0068521295
a23	0.0009076778	8.0589225e-06	4.2516285e-06	0.0015955855	1.3301916e-07	0.00061494944	0.000179176	0.010327528	0.010684401	0.1344849	0.49430302	0.03494181	0.06206974	0.013465145	0.005962773	0.22339918	0.0070517217
a37	0.0023714728	1.4957033e-05	9.5803825e-06	0.0033210875	2.253103e-07	0.00097092456	0.0004137368	0.011230523	0.014484272	0.12265061	0.46073198	0.06288963	0.11901163	0.03360709	0.008990021	0.15078077	0.0085215615
