 	che	non	li	aspetiamo	</S>
a20	0.83273774	0.025571346	0.0016859804	0.09965663	0.040348195
a8	0.03294321	0.0015212446	0.00010051587	0.8943487	0.07108629
a7	0.00803048	0.0003239975	5.162848e-05	0.9407238	0.05087007
a35	0.0027460027	0.0004531877	0.0001956775	0.83672637	0.15987875
a46	0.0058919126	0.0016987675	0.00059287186	0.75900054	0.23281594
a31	0.054434117	0.0070128404	0.0019520348	0.6807877	0.25581333
a11	0.033244785	0.008301894	0.0017590227	0.6080464	0.3486479
a31	0.011887644	0.0035502594	0.0011412589	0.68135893	0.3020619
a0	0.01705368	0.0036167996	0.0017552043	0.6356335	0.3419408
a31	0.006011738	0.002909333	0.0015382748	0.78188056	0.20766008
a30	0.044934414	0.01507939	0.010664826	0.4904728	0.43884858
a0	0.0052357796	0.004510598	0.0036993145	0.81924534	0.16730894
a31	0.01768824	0.014460312	0.009799745	0.78047794	0.17757379
</S>	0.09355006	0.03955217	0.021958116	0.6617211	0.18321855
