 	Maria	ora	sta	vicino	a	me	ma	sta	dormendo	</S>
a31	1.7347302e-05	0.08405073	0.0012748056	0.18675055	0.29241782	0.020265663	0.14155838	0.18294294	0.08041008	0.010311667
a1	5.7981433e-05	0.07520718	0.0033846379	0.3409249	0.12692992	0.037221875	0.27991867	0.08111062	0.037410613	0.017833618
a31	1.7653176e-05	0.038982023	0.0010447677	0.3555267	0.03960436	0.01853364	0.48536125	0.02900367	0.01804355	0.013882475
a24	2.2598062e-05	0.03643239	0.0005935613	0.42047772	0.10658741	0.018158013	0.32460657	0.053951677	0.024438178	0.014731924
a31	8.07345e-06	0.04158035	0.00047389633	0.29919085	0.06300633	0.027694812	0.4457548	0.05482436	0.034385987	0.033080537
a37	1.93514e-05	0.07372214	0.0004324533	0.3849426	0.2937134	0.014089372	0.12916522	0.06638645	0.026039613	0.01148938
a31	5.3033273e-06	0.037194893	0.00040981275	0.26980543	0.07183979	0.01282857	0.52034444	0.058355365	0.019588847	0.009627605
a17	9.503323e-06	0.064816125	0.0006169687	0.26244625	0.4598188	0.012930542	0.05776158	0.1032133	0.03255165	0.005835248
a31	4.53641e-06	0.03188882	0.00044938934	0.2723798	0.09619237	0.010325939	0.4938404	0.06978619	0.018305628	0.0068269563
a20	7.627153e-06	0.05457206	0.00051288685	0.28378016	0.43601915	0.0114195235	0.058160394	0.11798485	0.033401888	0.0041413675
a17	5.353289e-06	0.028748292	0.00028028572	0.19789058	0.033327453	0.0058842227	0.6852896	0.032747082	0.011124297	0.004702837
a20	5.687925e-06	0.026343487	0.00020767364	0.26270518	0.050403807	0.005067449	0.6001591	0.040203553	0.011123472	0.0037805524
a8	6.734929e-06	0.030836519	0.00018164299	0.20707943	0.023390442	0.0036602844	0.70023674	0.023145875	0.008051236	0.0034110087
a31	7.0069973e-06	0.026869133	0.0001623311	0.2737156	0.038094636	0.00335542	0.6139961	0.03250655	0.008567401	0.0027258086
a37	8.721195e-06	0.04001561	0.00027696558	0.37079984	0.34006524	0.0068447054	0.10036216	0.110697694	0.028501391	0.002427683
a13	8.67614e-06	0.026595118	0.00012883283	0.21638294	0.019255983	0.0027015996	0.7048539	0.019922024	0.007303598	0.0028473183
a31	9.701233e-06	0.028603485	0.00013035607	0.17853177	0.016415628	0.002517895	0.7445011	0.01912708	0.007149831	0.0030132215
a20	1.3626206e-05	0.041989412	0.00034023993	0.42524296	0.27773905	0.0051096547	0.12574588	0.09867324	0.023334736	0.0018111983
a31	1.6328131e-05	0.026739623	0.00012928664	0.17437014	0.0136889145	0.0028741832	0.7534387	0.016628765	0.008434613	0.0036794262
a28	2.5517491e-05	0.039336473	0.00031163133	0.4955341	0.1969058	0.0034320694	0.16930278	0.07502208	0.018874053	0.0012555713
a31	2.9531348e-05	0.024264956	0.00013665333	0.15550362	0.014249995	0.0036786252	0.7680185	0.018175997	0.010802428	0.0051396796
a17	5.0393628e-05	0.043452945	0.00038161848	0.54115856	0.13779086	0.0027459266	0.2000527	0.057697874	0.015703019	0.0009661492
a31	5.2425432e-05	0.014986977	0.00011869716	0.17543368	0.018766843	0.0023400572	0.7599481	0.018502034	0.007343071	0.0025080834
a8	0.00015070423	0.03200092	0.0003906544	0.5208289	0.083071895	0.0018433712	0.31007624	0.03873346	0.0122316815	0.0006722485
a31	9.957265e-05	0.011632046	0.00013757021	0.17775962	0.020122105	0.001669163	0.764605	0.017046696	0.0052970666	0.0016313157
a46	0.0003715873	0.026730496	0.0005002307	0.424737	0.059112687	0.0013728187	0.45024243	0.027474074	0.00888737	0.0005712032
a28	0.00011355684	0.010387596	0.0001683622	0.18446876	0.031309962	0.0024680833	0.7377526	0.022813722	0.007553555	0.002963795
a31	0.000113246395	0.010894457	0.00021138699	0.20658019	0.052984405	0.004676585	0.6698944	0.033744425	0.014038338	0.0068625673
a37	0.0006265953	0.04120144	0.00072958844	0.38902158	0.062236916	0.001675868	0.46725357	0.02774202	0.008850168	0.0006623396
a24	0.00014440891	0.010838874	0.00025792894	0.23590134	0.05581729	0.004018172	0.6431023	0.03267949	0.011810605	0.005429592
a20	0.00013823857	0.01548439	0.00031530313	0.2031234	0.06401072	0.0060928287	0.64330524	0.040567327	0.01886555	0.008097021
</S>	0.00014940873	0.011875155	0.0003076669	0.25624213	0.07480459	0.0062088664	0.5822603	0.040917568	0.017811535	0.009422768
