 	i	genitori	non	li	dimentichiamo	mai	</S>
a33	0.9786163	0.0004147175	0.009575265	0.0010933438	0.0019072457	0.0056384183	0.0027546573
a31	0.97807056	0.0002265994	0.0009660586	4.567171e-05	0.0005852408	0.018841524	0.0012644082
a8	0.99473554	0.0001294	0.00039107964	4.159051e-05	0.00029078012	0.003566828	0.00084479526
a31	0.95641357	0.00014010064	0.000864172	0.00011238942	0.0016881372	0.034291048	0.006490603
a8	0.994739	0.00036984895	0.0002945524	3.714261e-05	0.0001721133	0.0035447476	0.0008425867
a31	0.9014687	0.00021060478	0.0011451044	0.00015805582	0.005668451	0.06732399	0.024024965
a46	0.9772958	0.0014369852	0.0016843543	0.00022313524	0.00089142664	0.013509363	0.004958966
a31	0.50740826	0.00037703835	0.0037681765	0.0003320036	0.03248989	0.3385767	0.11704799
a39	0.84534	0.0045667514	0.019785183	0.0029672242	0.016993856	0.074487865	0.03585929
a31	0.19199242	0.00021052166	0.004377966	0.00023693457	0.033845257	0.6462956	0.1230413
a24	0.8279881	0.0025352857	0.023144824	0.002476199	0.015248883	0.094897136	0.033709563
a15	0.14200589	9.332163e-05	0.0060485974	0.0001601323	0.036669336	0.7075143	0.10750841
a31	0.09472067	8.505122e-05	0.0026742094	9.706339e-05	0.02132565	0.8005368	0.08056053
a28	0.8166568	0.00213807	0.0141581055	0.0009983293	0.010308295	0.1257136	0.03002684
a31	0.089713044	0.00011751312	0.0014747576	0.00010184734	0.014120134	0.8331483	0.061324436
a18	0.7743261	0.0028869773	0.011844459	0.0009777254	0.009474835	0.17071295	0.02977699
a31	0.18054368	0.0004289998	0.0018858394	0.00034459334	0.016061923	0.74811155	0.05262335
a20	0.8398366	0.0052229306	0.009049105	0.0012016441	0.006661167	0.12353614	0.014492488
a11	0.29539138	0.0025461789	0.0057181655	0.0024621172	0.039589077	0.571643	0.08265011
a13	0.42591062	0.0046607694	0.0075835446	0.003993843	0.048599415	0.4229034	0.08634838
a17	0.5660968	0.0072972476	0.007668381	0.004537247	0.045354366	0.2902858	0.07876017
a20	0.74753505	0.010095607	0.0065547866	0.0038957903	0.031034088	0.15139563	0.0494891
a39	0.5770015	0.019468287	0.011992314	0.008155375	0.051007472	0.2358177	0.0965573
</S>	0.70259804	0.023983965	0.01141528	0.00721663	0.035227258	0.15606567	0.06349312
