 	io	al	mio	fratello	non	gli	lo	scrissi	mai	una	lettera	al	mio	fratello	</S>
a31	0.6230653	0.00072909595	0.23582542	2.8174853e-05	0.001316893	0.00044464006	0.013936176	0.038580727	0.012077197	0.0030543027	0.013950551	0.0067945677	0.04902934	0.00077879184	0.0003888224
a1	0.21372585	0.09985963	0.17951402	0.00016255124	0.0019156506	0.0010099618	0.057734136	0.24012686	0.072971754	0.01650163	0.032546237	0.019635953	0.05685434	0.004235862	0.0032055515
a31	0.117950894	0.026836462	0.06040422	0.0001436468	0.0009043561	0.00075392803	0.01966452	0.5416665	0.08566225	0.007002469	0.0132817915	0.0059913	0.114045285	0.0026487357	0.0030435969
a20	0.1612276	0.15143475	0.15069611	0.00018796681	0.0012551245	0.00045066047	0.04452511	0.25614795	0.06755074	0.016021183	0.043647036	0.026230337	0.0681665	0.006465354	0.0059935795
a31	0.16411333	0.005896802	0.043422963	0.00013185888	0.0008985553	0.0006827222	0.0110284835	0.51328504	0.091746606	0.0020559907	0.0047422256	0.0019186389	0.15737663	0.001165353	0.0015348189
a46	0.40177834	0.01541125	0.23300253	0.00016354928	0.0016433165	0.00031374567	0.055577096	0.07924556	0.07007369	0.006982234	0.03755852	0.0139270015	0.0784726	0.0030566587	0.0027939149
a31	0.29057506	0.0033428657	0.06829093	0.0001490583	0.0026674026	0.004124988	0.022077447	0.27628148	0.09250123	0.0028418463	0.0044879327	0.0016938444	0.22613859	0.0024986826	0.0023286464
a20	0.57030946	0.0030324208	0.17282721	9.861122e-05	0.002586205	0.0011041085	0.06360669	0.029161993	0.03994652	0.008720946	0.042957738	0.014698453	0.04803096	0.0019498684	0.0009688604
a31	0.30631313	0.001352313	0.18169932	0.000101172	0.007291886	0.010279601	0.019966563	0.28799668	0.05164968	0.0017828848	0.0018367126	0.0009779199	0.12504019	0.0021407944	0.0015710706
a32	0.5819098	0.0021014502	0.21677482	8.736041e-05	0.0036999795	0.0019464192	0.057300262	0.026942901	0.02374091	0.0047879927	0.019689826	0.006362176	0.05329831	0.00096993	0.00038793669
a11	0.36911574	0.0026199047	0.27413806	7.918515e-05	0.006529941	0.005582394	0.0112142945	0.22124192	0.028669905	0.00089171826	0.001078779	0.000555693	0.07585238	0.0014305819	0.000999437
a31	0.25224102	0.0013653169	0.31059614	5.635739e-05	0.0054157353	0.005262107	0.011323481	0.31121078	0.02902851	0.0006461724	0.00071747624	0.00040829543	0.06940955	0.001411682	0.0009073231
a20	0.4887924	0.0014037557	0.3361988	8.1174214e-05	0.0039922097	0.0023555376	0.058174513	0.036469992	0.022729503	0.0020080134	0.005510729	0.0017256571	0.040046643	0.00038906367	0.000121992154
a4	0.19143884	0.00044882702	0.3464599	3.530057e-05	0.0033913928	0.0021748955	0.0063377176	0.38000786	0.01852359	0.00048644826	0.00061619974	0.00046179848	0.0465763	0.001821847	0.0012191335
a31	0.18955094	0.00046517406	0.32884824	4.3397333e-05	0.003606111	0.0021429055	0.006653214	0.3971191	0.019381914	0.00070197426	0.00094606343	0.0007414047	0.04521214	0.0027025556	0.0018848858
a28	0.28606087	0.0013939891	0.62015426	0.000107566164	0.0027635093	0.0010597771	0.016472552	0.05149027	0.005867858	0.00023772237	0.0006410955	0.00023025533	0.0134059135	8.6299646e-05	2.7995358e-05
a31	0.12232776	0.0011753824	0.2411	9.08004e-05	0.002784843	0.0010611463	0.008588033	0.5027624	0.02153966	0.00075657445	0.0013515415	0.0010155691	0.08816124	0.0042051096	0.0030799073
a18	0.25524297	0.0016569053	0.64230955	0.00021561421	0.0033940633	0.0005510438	0.008993712	0.07165972	0.004062317	0.00018476376	0.00048234998	0.000238868	0.0108970925	8.36591e-05	2.7340384e-05
a8	0.12444075	0.0023618485	0.16961078	0.00019510914	0.002135491	0.00075668405	0.014727232	0.45641008	0.02641447	0.0012001661	0.0022311327	0.0014519434	0.18984523	0.0046915594	0.003527585
a31	0.21336178	0.004689153	0.21026607	0.0005289211	0.002648409	0.000478702	0.008996618	0.38912722	0.017585829	0.0012565319	0.0016576607	0.0011904391	0.14448556	0.0020103292	0.001716804
a8	0.32513082	0.002692637	0.51665145	0.0009894168	0.005510052	0.00043495893	0.0042313384	0.10897194	0.0028676451	0.00021542134	0.00040284672	0.00027360485	0.031378433	0.00017513496	7.436807e-05
a23	0.24766514	0.0050715115	0.21403188	0.0007964547	0.0034493068	0.0005439446	0.0071192896	0.36796975	0.017014561	0.0014102015	0.001552197	0.0012724845	0.12847774	0.0019320868	0.0016934334
</S>	0.20088997	0.0051845345	0.15735301	0.00088547164	0.0029676436	0.0007657698	0.011801819	0.39349794	0.024783308	0.0023349146	0.0026558083	0.0021110135	0.1889226	0.0030645195	0.00278161
