 	le	melanzane	vogliono	ee	girate	</S>
a31	0.00036027678	0.39513028	0.004073027	0.2835289	0.2828335	0.03407404
a20	0.0034719536	0.188638	0.014103418	0.60734355	0.14887938	0.037563656
a18	0.0022098098	0.1449286	0.0017815256	0.6395465	0.1927742	0.018759314
a20	0.0011639795	0.20579748	0.0010114647	0.4839395	0.28010297	0.027984697
a38	0.0017625208	0.40906584	0.0015261624	0.35510105	0.20410083	0.028443487
a17	0.0041594384	0.48724064	0.004276924	0.2964524	0.17397358	0.033897053
a31	0.0027081284	0.44346455	0.0073453444	0.29280594	0.20957433	0.044101793
a20	0.0010952945	0.5363388	0.0054959417	0.22103351	0.20640074	0.029635662
a41	0.0031828796	0.4727909	0.0072197956	0.24385609	0.24577616	0.027174162
a29	0.0029365448	0.70743406	0.010761686	0.13400583	0.13303004	0.011831787
a11	0.0013476914	0.59128654	0.012078239	0.1796376	0.20177892	0.01387113
a31	0.0017259232	0.49764052	0.022340847	0.17348987	0.2820612	0.022741778
a8	0.00017462258	0.18630247	0.0031680176	0.4335241	0.35856003	0.01827081
a31	0.0010341982	0.35327122	0.020012517	0.2153095	0.37698835	0.033384267
a1	0.00035944025	0.17396496	0.0016987486	0.456991	0.35704416	0.009941719
a31	0.0011806412	0.18709193	0.024996059	0.28439614	0.44468725	0.057647955
a3	0.00079623854	0.19826832	0.0015244787	0.41618347	0.37422627	0.009001128
a31	0.0021330675	0.25890747	0.03060298	0.2906631	0.36939994	0.048293456
a8	0.0010199352	0.17761777	0.0013120223	0.40847772	0.40374318	0.007829374
a23	0.002051165	0.26200855	0.016455289	0.3121248	0.37751395	0.02984625
a31	0.0020322574	0.29615003	0.018458856	0.328893	0.32892743	0.02553841
a46	0.00072169397	0.100632966	0.0009814588	0.46328372	0.42842388	0.005956233
a37	0.0021675925	0.28571644	0.018266916	0.32386792	0.33968267	0.030298503
a46	0.00223374	0.3209996	0.019560887	0.3269381	0.30395702	0.026310645
a24	0.0022356506	0.31216487	0.019328	0.3332991	0.30770624	0.02526612
a31	0.0027558717	0.3165145	0.025553428	0.30466264	0.31398675	0.036526825
a46	0.00097308203	0.15136169	0.0015190465	0.41425213	0.42177153	0.010122468
a31	0.002345733	0.35572523	0.027910562	0.28569952	0.29337323	0.034945764
a8	0.0007509755	0.09780275	0.0011350395	0.4712206	0.42260325	0.0064873705
a24	0.0016854766	0.25322428	0.015330513	0.34354034	0.36062607	0.025593301
a8	0.0024916441	0.28994036	0.018154895	0.33472	0.32944444	0.025248663
a31	0.0017280404	0.25540262	0.014902444	0.35274893	0.35146752	0.023750499
</S>	0.00063932885	0.08703054	0.0010111759	0.46847695	0.43617463	0.0066674226
