 	mi	si	gonfiò	il	dito	</S>
a41	0.0020816682	0.058075547	0.5549713	0.37628776	0.007919948	0.0006637947
a20	0.20148005	0.06389663	0.4229182	0.30686036	0.002097074	0.002747658
a39	0.018489713	0.029058859	0.5825439	0.36310852	0.0022815922	0.0045174193
a31	0.0046111126	0.0125072375	0.60787106	0.36792207	0.0020328357	0.005055741
a37	0.022735966	0.038568046	0.6145744	0.32126516	0.0019008879	0.0009555886
a21	0.0036793083	0.012158844	0.62681586	0.3409117	0.0040755877	0.01235875
a38	0.011005307	0.06235629	0.656967	0.24315448	0.01081522	0.015701724
a18	0.014682289	0.09189282	0.6541625	0.2122943	0.011554519	0.01541349
a46	0.010305712	0.07332795	0.65130687	0.23619647	0.011961023	0.01690191
a31	0.0047531365	0.045561403	0.7004124	0.232013	0.007350167	0.009909854
a20	0.0011239315	0.0037404674	0.8042844	0.18898723	0.0014627591	0.00040128856
a46	0.001144299	0.014660918	0.67303663	0.2924925	0.010424344	0.008241374
a31	0.0018486149	0.016078953	0.79990774	0.17356461	0.0066255545	0.0019744274
a8	0.003407889	0.0039171404	0.8493366	0.1416274	0.0013968853	0.0003140568
a31	0.002809445	0.023368176	0.75012404	0.20910071	0.012425146	0.0021724785
</S>	0.002685014	0.0040839016	0.8188514	0.17024647	0.0034857746	0.00064740836
