 	nella	pasta	metti	sale	vuole	il	sale	</S>
a28	0.005807174	0.07360486	0.9046713	0.0070410892	0.001579939	0.0055206963	0.0013927671	0.00038230716
a31	0.15242574	0.040003605	0.6508556	0.0056954958	0.0015916085	0.13034508	0.004719067	0.014363759
a7	0.031048058	0.045238677	0.9001025	0.0036216143	0.000730352	0.0152102765	0.0010765909	0.0029719435
a46	0.001708392	0.0056830514	0.89993626	0.0016598406	0.00051612937	0.07291204	0.005833344	0.011750916
a10	0.0019403765	0.012922878	0.9664705	0.005036535	0.001450469	0.0092083495	0.0016629328	0.0013079974
a14	0.0022062028	0.014527144	0.95560986	0.005867605	0.0017301325	0.016336953	0.0025008628	0.0012213527
a31	0.010678503	0.03680387	0.89771247	0.016500449	0.004789341	0.02615889	0.003748741	0.0036076913
a0	0.00058158877	0.0070920764	0.97511554	0.0021731742	0.00035397487	0.010697188	0.0028321485	0.001154381
a20	0.0027545593	0.012954606	0.9095089	0.005771365	0.0011887922	0.053760357	0.0054043815	0.008657089
a31	0.0028885682	0.03191153	0.89300734	0.020304786	0.0046840394	0.035193034	0.006025615	0.0059850244
a10	0.00028546463	0.002001039	0.96912766	0.0012426156	0.00027953854	0.024325132	0.0019847003	0.0007538311
a0	0.001235807	0.024363846	0.90262336	0.028646	0.0074675367	0.028084554	0.0048835343	0.0026953034
a18	0.00087943586	0.030737046	0.8970408	0.03401141	0.010041007	0.020780982	0.00503332	0.0014759527
a17	0.0016613675	0.0720388	0.7886617	0.08080107	0.023530474	0.022296006	0.0083273575	0.0026832093
a8	0.0020373391	0.08097851	0.7550074	0.09836075	0.029228069	0.022116369	0.008831284	0.003440255
</S>	0.002034785	0.073465854	0.76287276	0.09730783	0.032489084	0.020014826	0.008535157	0.0032797495
