 	le	melanzane	devono	girarsi	dopo	le	cucini	</S>
a31	3.5030556e-05	0.03308118	0.19269961	0.2675239	0.21742986	0.114415444	0.17255305	0.0022618799
a23	0.0020222198	0.099693425	0.12537685	0.21012014	0.2599854	0.1699063	0.11946349	0.013432231
a20	0.0029050428	0.082571	0.29809976	0.19055918	0.19341528	0.11031102	0.09934929	0.022789488
a28	0.0009341772	0.05202103	0.4335793	0.24863578	0.14917457	0.05470191	0.05648685	0.0044663236
a31	0.0006398233	0.06888383	0.36477304	0.29185557	0.1400741	0.052919477	0.07605013	0.004804037
a17	0.00096631213	0.14327331	0.18052639	0.1847058	0.24666587	0.12426736	0.11536788	0.0042271228
a31	0.00033068453	0.07048877	0.3064624	0.29248816	0.15352939	0.06428876	0.10577546	0.0066363383
a19	0.00032175385	0.108641244	0.16667993	0.2616286	0.2217057	0.103733346	0.13372114	0.0035682374
a31	4.6679168e-05	0.021942582	0.24915142	0.33342198	0.2168801	0.07551923	0.10063734	0.002400717
a20	5.8365735e-05	0.03912473	0.16615924	0.3280635	0.23948112	0.09565501	0.12925151	0.0022065253
a31	3.600555e-06	0.003824955	0.31143633	0.48855063	0.14494582	0.018958652	0.032024108	0.0002558692
a20	1.606609e-05	0.015240086	0.16998003	0.38383192	0.24315797	0.07723106	0.109737	0.0008059023
a31	1.8724871e-06	0.0012338491	0.29367325	0.58893806	0.09387215	0.0066654575	0.015543197	7.2183386e-05
a20	6.278843e-06	0.0048193545	0.1781628	0.47644934	0.2146035	0.046439286	0.079324886	0.00019453382
a24	1.8450842e-06	0.000535437	0.25496086	0.6938382	0.041903194	0.0017253126	0.0070110224	2.4163148e-05
a31	2.695634e-06	0.00079540524	0.20778109	0.7185689	0.061159518	0.0024024758	0.009257734	3.2240572e-05
a38	4.4051712e-06	0.0011845826	0.16604204	0.653109	0.13361068	0.012348431	0.033673782	2.7037086e-05
a31	7.8219e-06	0.0007788894	0.2357282	0.7387326	0.018914526	0.0009572042	0.004842749	3.80833e-05
a28	6.839144e-06	0.0010300205	0.16838461	0.74802893	0.0633282	0.0034697694	0.01574336	8.305061e-06
a20	3.0664945e-05	0.0016214031	0.26968524	0.7008829	0.019997604	0.0017833521	0.0058959806	0.000102840415
a31	7.147944e-05	0.0023514747	0.27531374	0.6866563	0.025631983	0.0029410764	0.006885721	0.00014822441
a24	1.4335517e-05	0.001319654	0.20345707	0.7472037	0.038442735	0.0018867627	0.0076644854	1.1311748e-05
a8	4.370273e-05	0.002105082	0.24089453	0.72375244	0.02633926	0.0019310116	0.004838893	9.5101524e-05
a38	0.00010949555	0.0025723362	0.23439327	0.72683895	0.02786231	0.0029254633	0.0051886705	0.00010951278
</S>	0.00020253148	0.004375921	0.2801465	0.6704779	0.031163285	0.00461873	0.008737269	0.00027785922
