 	ieri	abbiamo	deciso	di	andare	al	mare	tutti	ma	mio	fratello	non	voleva	venire	</S>
a31	0.0005208252165	0.0629352835	0.075541795	0.002695537203	8.745665655e-06	0.001076910204	0.000587275098	0.00360040962	0.02541524725	0.00796902965	0.0057025405	0.0011350099	0.222457065	0.58674144	0.00361292515
a46	0.000182420568833	0.0286934125	0.0338027063333	0.00144259776967	3.694252655e-06	0.000704354337333	0.000396177018	0.00483993178667	0.05374554725	0.00802381631667	0.0044811685	0.000538028476667	0.284530791667	0.57462558	0.00398978638333
a31	8.3193538611e-05	0.0130119851667	0.0239824501111	0.00105379041656	6.269123885e-06	0.000973940745778	0.000938434826	0.00565364832889	0.0612062472833	0.00766621812556	0.00385845226667	0.000317229575556	0.264770439222	0.613367293333	0.00311046012778
a46	5.03490313037e-05	0.00627261982223	0.015430738437	0.000443417552187	7.18124112833e-06	0.000824261015259	0.00101725806533	0.00384538640963	0.0247201126278	0.00380943739519	0.00219581752222	0.000240194595185	0.102664228407	0.835910831111	0.00256822067593
a8	1.75930474012e-05	0.00220935598808	0.005424319659	0.000234878370729	3.55022870944e-06	0.000398747501753	0.000460064890443	0.00316763656988	0.0156924728759	0.00482604546506	0.00239160470741	0.000227746545062	0.054599369469	0.908575063704	0.00177155040198
a31	1.26509093337e-05	0.00128764501003	0.00326895176633	0.00022204219691	1.48299117365e-05	0.00132287456392	0.00157013370881	0.00855107805663	0.0168990759586	0.00865583915502	0.00519920910247	0.000841766431687	0.062826079823	0.886738024568	0.00258982014399
a28	1.71648251112e-05	0.00120988128334	0.00319532025544	0.00037850553897	3.78835832455e-05	0.00193639162131	0.0023227095696	0.0213385533522	0.0318798369862	0.0150890200517	0.0103351497008	0.00160218537723	0.098329449941	0.805656301523	0.00667169651466
a8	4.02842487037e-05	0.000727515974447	0.00189115197515	0.00057481061299	5.31074547485e-05	0.0013961375071	0.00169620828987	0.0281838014507	0.0837153956621	0.0414908920172	0.0208832945669	0.00312157582574	0.207856636647	0.600629453841	0.00773976140489
a31	5.85589419012e-05	0.000657951924816	0.00193309718172	0.000632199870997	8.36311502495e-05	0.00452184586903	0.00444731819662	0.0326666908169	0.104753997221	0.0586632906724	0.034608783189	0.00506433024191	0.278379522216	0.467668404614	0.00586037880163
a11	6.43495996337e-05	0.000811735274939	0.00254246229391	0.000916602623666	0.000138973430083	0.00594776375634	0.00561474409887	0.046967885939	0.0980323977403	0.0527060692241	0.0349100783963	0.0050115500473	0.290123510739	0.447955478205	0.00825638003388
a31	8.11418098779e-05	0.000939736291646	0.00258752779797	0.000936214634555	0.000399269830028	0.00559152038545	0.00500951573296	0.0667480906463	0.11771612258	0.0537384697414	0.0391281484654	0.0043890227491	0.275305010246	0.418698052735	0.00873212201129
a11	0.000106169636626	0.000955830387215	0.00269062133266	0.00114873873818	0.000526069243343	0.00576688056182	0.00482736691099	0.0697782222154	0.109848024193	0.0480214999138	0.0368722129885	0.0039491771497	0.280435300082	0.423406000912	0.0116678576704
a39	0.000368534858875	0.000929452152405	0.00217216161089	0.00139936156606	0.000449485231114	0.00615225662061	0.00460562430366	0.0651905807385	0.124067248064	0.0611466023046	0.0304704701628	0.00481324948323	0.382448800027	0.303709316971	0.0120768396901
a31	0.000489675569625	0.000875679684135	0.00151541613696	0.00093936312202	0.000945699727038	0.00841390087354	0.00647504010122	0.0645713902462	0.149268122688	0.0782728594349	0.0479587857209	0.00597692039441	0.361640846676	0.26676097899	0.0058953261967
a8	0.000272490229875	0.000531983774712	0.00103011353232	0.000842687554007	0.000979449305679	0.00632988252451	0.00510077596707	0.0456944667487	0.119245520896	0.0594644734783	0.0436914152403	0.00501666353147	0.287866068892	0.419513949663	0.0044200369989
a46	0.000294038719958	0.000341391258237	0.000659160554107	0.001109841918	0.00050010589856	0.00406934157484	0.00327901858902	0.0351705455829	0.112229433632	0.0538190794928	0.0288896884134	0.00534799174382	0.398597696297	0.352352570888	0.00334007323297
a35	0.000767319559986	0.000469707692746	0.000692673208036	0.001404632306	0.00055612867952	0.00600878335828	0.00442776042967	0.0443461641943	0.129705854544	0.0683446164976	0.0312849461378	0.00697136224794	0.549065398766	0.153958866963	0.00199582337766
a31	0.000923017619995	0.000524000317582	0.000869989369345	0.001598381802	0.00106866437317	0.00990866545276	0.00832393170989	0.0600752403981	0.119363701515	0.0728190754992	0.0425632253793	0.00674111774931	0.493253506255	0.180345287988	0.00162223749255
