 	le	melanzane	vogliono	girate	</S>
a31	0.2520861375	0.404559915	0.179557765	0.159804185	0.00399197235
a35	0.122853717067	0.468555105	0.280942558333	0.124132790333	0.0035158366
a41	0.0414280275857	0.3530516	0.549305596111	0.0548935414443	0.00132128536167
a10	0.0139393323086	0.191929565	0.765007388704	0.0286001154814	0.00052361469889
a18	0.00605805305287	0.167073571667	0.727843766235	0.0970229041605	0.0020017124663
a35	0.00522479618429	0.138250343889	0.496118118745	0.354272718053	0.00613405168877
a31	0.0042061891281	0.0909158932963	0.513684389582	0.384696482684	0.00649705689626
a34	0.00736435977603	0.0462617140988	0.473303653194	0.461000800895	0.0120694839654
a8	0.00960426449201	0.0179737825996	0.188222925398	0.764811336965	0.0193876716551
a31	0.00583683643067	0.00799555179987	0.125598099466	0.846210098988	0.0143593884184
a8	0.00652726851022	0.00497238429996	0.0957238111553	0.876198766329	0.0165777786728
</S>	0.00880701825511	0.00447182664998	0.0639269125776	0.899363083164	0.0234311678364
