 	ha	potuto	entrare	dalla	finestra	</S>
a46	0.95234287	0.01976626	0.0103303245	0.0098337188	0.005580032825	0.00214678
a31	0.740342976667	0.0360062446667	0.192180582167	0.0218863992667	0.00697708774167	0.00260668876667
a8	0.639558715556	0.0491448048889	0.269433044056	0.0235753744222	0.00983220504722	0.00845587275556
a31	0.815424278519	0.0307383622963	0.110763473319	0.0119392670074	0.0110686212491	0.0200660269185
a15	0.884266516173	0.0158618087654	0.038084204773	0.00494763940247	0.0100428793164	0.0467969543062
a13	0.885478805391	0.0207336835885	0.0155232849577	0.00365072373416	0.0112896337721	0.0633238391021
a24	0.904688701797	0.0254112118628	0.00919223081923	0.00387576231139	0.00831932912403	0.048512757034
a31	0.937521333932	0.0173485822876	0.00745428510641	0.00362000703713	0.00480825364134	0.0292475765113
a18	0.947414311311	0.0117577954292	0.0066111345688	0.00380565594571	0.00415920361378	0.0262519536704
a31	0.730709860437	0.0491229954764	0.0519170070563	0.0459467646486	0.0465113485379	0.0757920635568
a20	0.607354753479	0.0728862804921	0.0776735603521	0.0702006782162	0.0708547695126	0.101030007852
a11	0.616884714493	0.0739384108307	0.072164724784	0.0687102027387	0.0690943378375	0.0992076526173
a8	0.508470058164	0.0950734722769	0.0940399115947	0.0908605409129	0.0911581292792	0.120397904206
a31	0.377831739388	0.105987047426	0.183964840532	0.106635226971	0.104154788426	0.121426376069
a8	0.356813433129	0.105609985809	0.208916323511	0.10825348899	0.104770591475	0.115636203356
a31	0.343970461043	0.11933271527	0.170166604504	0.11978807633	0.118420435825	0.128321744452
</S>	0.252208505521	0.138199142635	0.189345432252	0.139167718165	0.138155257912	0.142923997226
