 	non	ho	cosa	è	da	mangiare	</S>
a31	0.02268347115	0.0996350245	0.1541506825	0.000551638637	0.046921991	0.66798198	0.00807520935
a8	0.00970358515	0.0507687991667	0.0623891648333	0.000536876103667	0.0318731723333	0.840447393333	0.00428104145
a31	0.0223508383833	0.0601191777222	0.0309577049444	0.00340209456789	0.0505443654444	0.825696117778	0.00692973008333
a37	0.0287799554611	0.0768002992407	0.0190104589815	0.0069385516893	0.0787571151481	0.779594725926	0.0101188738611
a20	0.025018283487	0.100559066414	0.0137299154938	0.0104390208964	0.136593738383	0.688322588642	0.0253373466204
a31	0.022637583829	0.108801892138	0.0143155006646	0.0347623059655	0.202150656128	0.585024142881	0.0323078872068
a17	0.034054953943	0.0986493607127	0.0236488612215	0.0526871466552	0.260148915376	0.47903156096	0.0517791654023
a20	0.0627159013143	0.0962958835709	0.0390177864072	0.0555496868851	0.319347471792	0.33064525032	0.0964280018008
a31	0.0867101121048	0.114293744524	0.0684136531357	0.0924965789617	0.281305717264	0.245284760107	0.111495413934
a39	0.103789962368	0.132033771508	0.0913631943786	0.113765532987	0.240538559088	0.198563513369	0.119945427978
a35	0.115025944123	0.125410123836	0.0971936814595	0.107709367662	0.233180066363	0.184326254456	0.137154525993
a39	0.129212744708	0.122873927945	0.10097211882	0.110021394221	0.208036095454	0.178905194819	0.149978485331
a46	0.130715818236	0.115334644648	0.0986382512733	0.114244373074	0.202934878485	0.183515191606	0.154616821777
a35	0.113770506079	0.0948231515493	0.0851918670911	0.117296251025	0.221394879495	0.219394320535	0.148129027259
a31	0.11227655536	0.122603795183	0.091520575697	0.123205503675	0.201612486498	0.214872273512	0.133908819086
</S>	0.12304088768	0.165680022591	0.110780317849	0.130916621837	0.165504013249	0.178367951756	0.125710184543
