 	venne	scritto	</S>
a31	0.995792065	0.0019866356	0.0022213389
a28	0.995311531667	0.0027365944	0.00195189603333
a8	0.794665517222	0.202363464467	0.00297104964444
a31	0.726661772407	0.270643768489	0.00269447408148
a20	0.783902637469	0.208899346496	0.00719801256049
a31	0.762852289156	0.205131172165	0.0320165488535
a13	0.854853006385	0.096266028055	0.0488809829512
a29	0.869215002128	0.0605983933517	0.0701866209837
a39	0.817876710709	0.0717273077839	0.110395978995
a31	0.687002990236	0.144587429261	0.168409569665
a35	0.590017373412	0.19641812642	0.213564469888
a31	0.498964091137	0.240548598807	0.260487283296
</S>	0.400455645568	0.295636709404	0.303907661648
