 	mi	si	gonfiò	il	dito	</S>
a31	0.861242715	0.00436283915	0.00204171405	0.128715723	0.0023885569	0.0012484364
a11	0.621172485	0.00684707295	0.00351048285	0.148389277667	0.2110860853	0.00899454786667
a31	0.459443551667	0.02860056465	0.0785641356167	0.132079189222	0.288979474767	0.0123330491556
a15	0.375258217222	0.08681087155	0.142636485206	0.246035289741	0.135303286256	0.0139558369185
a31	0.363365472407	0.12633564385	0.142573718402	0.25903463858	0.0899177284187	0.0187727523062
a0	0.491670180802	0.109181754617	0.123549966134	0.117871851527	0.0883384508062	0.0693877344354
a46	0.380206326934	0.0972490428723	0.103588015378	0.096042330509	0.126315020269	0.196599228145
a31	0.191498291311	0.138646202291	0.135060845126	0.124538606836	0.15921804009	0.251038036048
a18	0.153048106104	0.162864620764	0.148468445042	0.142493195612	0.162865243363	0.230260448683
a31	0.160036095368	0.161117083588	0.152583351681	0.150074455204	0.161298937788	0.214890106228
a24	0.155465641789	0.166056824529	0.160371127227	0.159401441735	0.164687565929	0.194017402076
a28	0.180080060596	0.159989718176	0.155762152409	0.155315123912	0.159373881976	0.189479054025
a13	0.187233853532	0.150876352725	0.150100460803	0.147775607971	0.157684600659	0.206329094675
a20	0.301425691177	0.128739958908	0.129243034934	0.113212350657	0.129010026886	0.198368908225
a17	0.442596317059	0.120662420969	0.114419366311	0.0922765515523	0.084386920962	0.145658427742
a39	0.417264292353	0.10724854699	0.0904392997703	0.236750540517	0.061355555654	0.086941805914
a20	0.374904330784	0.0801347589967	0.0507538655901	0.392033323506	0.052271970218	0.049901763638
a31	0.451305886928	0.122157806332	0.0597799598634	0.286827367835	0.041034019406	0.0388949268793
a41	0.490139352309	0.154046398777	0.112127813288	0.142168095945	0.048696560802	0.0528217446264
a8	0.363873984103	0.110611738926	0.120539574429	0.274279255315	0.062877726934	0.0678176848755
a37	0.184575539701	0.070999785642	0.083011826143	0.541861518438	0.0604964456447	0.0590548516252
a8	0.111104951567	0.0701314765473	0.075758443381	0.597924906146	0.0747707452149	0.0703094672084
</S>	0.105156695783	0.0841358802736	0.0883587166905	0.542536203073	0.0924990426074	0.0873134686042
