 	perché	aveva	lavorato	molto	</S>
a46	0.94246898	0.02342495583	0.0096816125	0.017962872	0.00646166575
a31	0.904444693333	0.0127295264967	0.0510787138333	0.024646313	0.00710084238333
a17	0.605484251111	0.0107596813656	0.0723500879444	0.282575392	0.0288306092611
a31	0.267790629037	0.0950017489885	0.0546445693148	0.497451977333	0.0851111064204
a37	0.169076051679	0.144977299663	0.0544492164383	0.461184292444	0.17031315214
a31	0.24647271056	0.148496713221	0.0454451961461	0.354060387481	0.205524990713
a18	0.464139570187	0.131939465407	0.0423700000487	0.197201882494	0.164349090238
a10	0.470205496729	0.0675188861357	0.0830097906829	0.214441590831	0.164824253413
a31	0.52038269891	0.0491933153786	0.100177130228	0.19397685761	0.136270022804
a46	0.731700449637	0.0355590851262	0.067856936076	0.0863345132033	0.078548989268
a20	0.762852883212	0.0369055417087	0.0497068433587	0.0622004877344	0.0883341750893
a11	0.788520661071	0.0365422765696	0.0408112184529	0.0513648112448	0.0827609336964
a18	0.85979935369	0.0291833415232	0.0330923614843	0.0321283600816	0.0457964912321
a31	0.87017135123	0.0353106905077	0.0461983138281	0.0234302236939	0.0248894084107
a0	0.851902883743	0.0399733168359	0.053146971276	0.0252591372313	0.0297177341369
a31	0.651365994581	0.0867104722786	0.0930447704253	0.0813786157438	0.0875001547123
a8	0.431910678194	0.139784367426	0.142958506808	0.138409335248	0.146937108237
a31	0.345350872731	0.160819829142	0.162457655603	0.161080455083	0.170291202746
a7	0.282340724244	0.177536026381	0.178704151868	0.177932401694	0.183486690915
a31	0.261112404748	0.18303059546	0.184496343956	0.183550703898	0.187809943638
</S>	0.231518597374	0.19084712273	0.193060571978	0.191302131949	0.193271571819
