 	non	so	cosa	stai	scrivendo	</S>
a31	0.003047251235	0.00297235058	0.00714080455	0.538188	0.447804632	0.0008469492
a21	0.001293271085	0.00165706964667	0.00367446305	0.53289706	0.458307332	0.00217079543333
a31	0.0171319363117	0.0266236302156	0.02469210785	0.254327861	0.674330910667	0.00289353491111
a10	0.0297684807706	0.0589300900719	0.05806661595	0.142920684667	0.708709936889	0.00160416923704
a7	0.0699533342569	0.234656966691	0.100500651983	0.111829828889	0.482060582296	0.00099861954568
a41	0.105904260086	0.499472165564	0.120471017328	0.086582366963	0.186947414765	0.000622753845227
a31	0.0807334500287	0.428339601855	0.0796339174427	0.125390668988	0.284005688922	0.00189665484508
a8	0.0582131746762	0.192190708952	0.0389573778142	0.299810839663	0.389273756307	0.0215541302817
a31	0.0889323348921	0.179265054651	0.0803685129381	0.358450749888	0.263032355436	0.0299510044272
a8	0.0961214272974	0.17502647655	0.098288036646	0.303036786629	0.260953561812	0.0665737478091
a23	0.0598449757658	0.09833437385	0.050732328882	0.314233295543	0.354824113937	0.122030915936
a8	0.0469820562553	0.07040474795	0.034021454294	0.302188585181	0.409430697979	0.136972435312
a31	0.0458967020851	0.0610226159833	0.0319976084313	0.30342383506	0.43417742266	0.123481791771
a21	0.046980434695	0.0595942286611	0.0261799264771	0.25337573502	0.499709880887	0.114159783924
a31	0.0782519288983	0.088403222887	0.0586433324924	0.215308045007	0.430240536962	0.129152914641
a24	0.0825637709661	0.087808529629	0.0678409225975	0.184488361669	0.478773705654	0.0985246748803
a21	0.0834828716554	0.077835468543	0.0577792006325	0.14442296389	0.560816475218	0.0756629916268
a31	0.113575607218	0.105992402848	0.0868619815442	0.20022963463	0.395563798406	0.0977765572089
a17	0.101950345739	0.0966975842827	0.0715154248481	0.20825453821	0.420480152802	0.101101955736
a20	0.182984301913	0.130171881428	0.0644514359494	0.132315602737	0.405472927601	0.0846038652453
a0	0.219441277304	0.160139700476	0.0681972253165	0.125476624246	0.368683165867	0.0580620277484
a31	0.163050042435	0.146682963492	0.0751600584388	0.188190661415	0.361721048622	0.0651952419161
a8	0.131468319478	0.123052791164	0.0804958528129	0.198728260472	0.383434509541	0.082820283972
a37	0.123358868493	0.120613670388	0.090497244271	0.167822870157	0.396920759847	0.100786614657
</S>	0.145750519247	0.146658625194	0.115176837136	0.162166320079	0.305857964923	0.124389762329
