 	viene	fabbricato	</S>
a31	0.164597055	0.81986758	0.0155353902
a24	0.153283281667	0.83521258	0.0115041593667
a31	0.290698377222	0.693645733333	0.0156558866222
a18	0.372860269074	0.611879751111	0.0152599685407
a31	0.337735753025	0.650519763704	0.0117444751802
a37	0.290390427675	0.690422584568	0.0191869837267
a31	0.146641907558	0.822832121523	0.0305259622422
a20	0.091768384186	0.864260383841	0.0439712507474
a41	0.122823044729	0.796193994614	0.0809829835825
a31	0.17490322491	0.650400174871	0.174696571194
a35	0.240980048303	0.511548681624	0.247471243731
</S>	0.285298014151	0.461078260812	0.253623721865
