 	il	dito	si	gonfiò	</S>
a39	0.94201305	0.00289683127	0.00577569015	0.035604746	0.0137097075
a13	0.69424221	0.0192474378033	0.00922679381667	0.233700073333	0.0435834885
a31	0.297265150667	0.0273761316011	0.0129800707722	0.523596371111	0.1387822595
a20	0.112433309722	0.021048347867	0.0187284017574	0.684698437037	0.163091525167
a31	0.126025252074	0.0263054009557	0.0343017219191	0.693426229012	0.119941408389
a11	0.174844354025	0.0548681003186	0.0443222373064	0.529220526337	0.19674475413
a31	0.109420419342	0.0749085201062	0.0620069657688	0.355534462112	0.398129608043
a39	0.0649757177807	0.0817050767021	0.0776973119229	0.227280840704	0.548341052681
a31	0.0932698059269	0.130511465567	0.120345497308	0.192381930235	0.46349131756
a41	0.136405048642	0.171868735189	0.166805765769	0.197850240078	0.327070219187
a46	0.168344719547	0.183431055063	0.176592521923	0.193946426693	0.277685266396
a31	0.186085209849	0.192808215021	0.188905453974	0.197944858898	0.234256238799
</S>	0.192587629925	0.196180272511	0.194352296987	0.199511204449	0.2173685744
