 	non	mi	aspetti	non	vengo	</S>
a33	0.03942954775	0.59603475	0.24180713	0.000158361665	0.0898102415	0.0327599313
a31	0.04527813025	0.625925883333	0.235711946667	0.000106329762	0.0602937348333	0.03268392341
a37	0.02443022035	0.612167194444	0.297213985556	4.42271493333e-05	0.0548642116111	0.0112801560467
a35	0.00965413678333	0.595924688148	0.296416008519	0.000110435931444	0.0938428238704	0.00405194871557
a31	0.0142204056611	0.475538652716	0.235919109506	0.000216688823815	0.272407074623	0.00169807748186
a7	0.0303221712204	0.359282884239	0.206563166502	0.0044622340946	0.394472624874	0.00489688797062
a18	0.0352401474068	0.258314884746	0.210019115501	0.0113394203649	0.468425558291	0.0166608249902
a24	0.0274414544689	0.121132104915	0.168626283167	0.011795772555	0.586218302764	0.0847860383301
a31	0.017430573323	0.053754060305	0.0917562547223	0.006995265085	0.730628580921	0.0994352792767
a20	0.0131373072743	0.0261799051017	0.0396470949074	0.006586993495	0.849708426974	0.0647403095922
a8	0.0203450590914	0.0226461667006	0.0301715073025	0.015101036165	0.815161742325	0.0965745031974
a31	0.0606575103638	0.0621034075669	0.0660744271008	0.0565106777217	0.631830814108	0.122823184399
</S>	0.0951447851819	0.0983517037834	0.10016106355	0.0915985388609	0.486670687054	0.128073257199
