 	vuole	andare	a	Lecce	</S>
a20	0.7805798	7.859106e-05	0.0901644895	0.127202312	0.00197476835
a31	0.67025886	4.56719011667e-05	0.229258596167	0.0965729453333	0.00386389575
a18	0.329858395333	2.38932048889e-05	0.269548082056	0.393511225111	0.00705838305
a46	0.123805217711	1.73966866296e-05	0.0936189038187	0.773989821704	0.00856866235
a37	0.21487574317	0.00034011161721	0.0335788874062	0.740365590568	0.01083965845
a23	0.327310841057	0.00280421253907	0.0178459651354	0.630646723523	0.0213922168167
a18	0.271462523686	0.00817545707969	0.0186411907118	0.669224884508	0.0324959122722
a38	0.256143974562	0.0173734146932	0.0357393162373	0.651100561503	0.0396427157574
a37	0.240653411521	0.0312625102311	0.0779467320791	0.591273720501	0.0588636219191
a31	0.293016230507	0.032499720077	0.097579425693	0.520217986834	0.0566866233064
a20	0.308139866836	0.177476519026	0.0877388368977	0.356480640945	0.0701640954355
</S>	0.254905233418	0.329141409513	0.0861598384489	0.229091818472	0.100701642718
