 	non	ho	dove	d	andare	</S>
a20	0.0481241595	0.273780115	0.56216415	0.0733790695	4.4276095e-05	0.0425082261
a31	0.0309327075	0.200927761667	0.583280303333	0.1405687665	2.4284376e-05	0.0442661873667
a37	0.0282825548333	0.222076643889	0.470344621111	0.2612679055	0.000247960686333	0.0177803208889
a31	0.0238350902778	0.18504317563	0.268975197037	0.515170905167	0.000359691402111	0.0066159015963
a29	0.0429358877593	0.189788629543	0.295498535679	0.468441485722	0.000604676224037	0.00273072036543
a41	0.0552605189198	0.255320446514	0.501028491893	0.184823875907	0.00128998447468	0.00227663675514
a31	0.0741999259733	0.363294925505	0.450008343964	0.0966398233023	0.0110640806249	0.00479290391838
a18	0.107121251991	0.359478960502	0.217124461321	0.156830405767	0.0604271925416	0.0990177579728
a31	0.10986039733	0.203818622167	0.12741610044	0.206093835256	0.117559717514	0.235251355991
a39	0.129044192443	0.168273537389	0.0973218001467	0.167226831752	0.111784335838	0.326349328664
a31	0.132966954148	0.139137145796	0.0839536233822	0.243315207251	0.109694208613	0.290932869555
a8	0.139829571383	0.126913745265	0.0839284194607	0.271321812417	0.107513889538	0.270492549852
a31	0.143998997128	0.122969118422	0.0858424348202	0.291887014139	0.0963707931793	0.258931633284
a8	0.146135215709	0.126339712807	0.10469735294	0.29540212138	0.11060138306	0.216824234428
</S>	0.162064242854	0.135419626403	0.11168875847	0.22983838569	0.11289125453	0.248097777214
