 	se	vieni	alle	sette	io	sto	cucinando	</S>
a31	0.00962900635	0.0124292912	0.0216295723	0.53303875	0.12245083	0.0018846027	0.297801535	0.0011364003
a21	0.00407602096	0.00555506649	0.00996659756667	0.389508009	0.0984453886667	0.0009070518	0.488480208333	0.00306160823333
a31	0.01739623893	0.01421649312	0.0249733867889	0.370023728667	0.0439650258889	0.00279166606667	0.519754229444	0.00687916174444
a21	0.0247235179767	0.0195669618733	0.0343348309296	0.443485482889	0.0621910096296	0.00692280552222	0.399964193148	0.00881114091481
a31	0.194722281659	0.0414368821244	0.0217240743099	0.296363840963	0.0768147688765	0.0150876005074	0.342072649049	0.0117778569716
a13	0.291399790553	0.0681150740415	0.01704265777	0.373389520321	0.0655523486255	0.0194737011691	0.150937041016	0.0140898593239
a35	0.199280093518	0.0627104946805	0.0130625049233	0.504096606774	0.0820186428752	0.0135640950564	0.115233250339	0.0100343537746
a37	0.166284284506	0.0578931868935	0.0164789343078	0.432293648925	0.156231924292	0.0082582980188	0.156638243446	0.0059214974582
a31	0.156746884835	0.0626329009645	0.0216882227693	0.398637512975	0.176494711431	0.0134128743396	0.164451104482	0.00593576468607
a37	0.143205188278	0.0511775926548	0.0169109347564	0.350527254325	0.134700437144	0.0307798897799	0.260022671494	0.012676002562
a31	0.149334559426	0.0942508065516	0.0395013674188	0.270840061442	0.111949935715	0.0333649065933	0.282164663831	0.0185936875207
a24	0.144512966475	0.112486816851	0.0487455638063	0.211007423814	0.0891580302383	0.0514149788644	0.299451721277	0.0432224918402
a31	0.145019778825	0.113016833617	0.0612982426021	0.148811207938	0.0923593717461	0.0653234662881	0.309442367092	0.0647287446134
a13	0.150407796275	0.121616092539	0.0721619832007	0.124129289979	0.0824956432487	0.0918267754294	0.239295602364	0.118066838871
a31	0.133656468758	0.107682228846	0.0763927134002	0.107722557326	0.0848084070829	0.11569782181	0.224473727455	0.149566062957
a27	0.136491669586	0.111795622949	0.0846619661334	0.108143695775	0.084047480361	0.123691053937	0.180012132485	0.171156374319
a31	0.129952313195	0.107109744316	0.0855296303778	0.105206441925	0.0841065514537	0.134784814646	0.169066347495	0.184244169773
a35	0.141367391065	0.118126581439	0.0939912447926	0.105111259308	0.0872023071512	0.126785168215	0.155071335832	0.172344714924
</S>	0.146772385532	0.11837646072	0.0855720093963	0.091813677654	0.0717370885756	0.130830374107	0.160592737916	0.194305257462
