 	venne	scritto	</S>
a29	0.99552408	0.001479459654	0.00299648065
a24	0.980784206667	0.0109381667873	0.00827760915
a37	0.969865948889	0.0188709665958	0.0112630791833
a29	0.907841682963	0.0829903485319	0.00916799019443
a13	0.660383627654	0.323871689511	0.0157447057315
a11	0.373763549218	0.58618388317	0.0400525499105
a31	0.481581523073	0.469596236057	0.0488222486368
a39	0.673898474358	0.235778740352	0.0903228382123
a18	0.757843324786	0.141837961117	0.100318759404
a8	0.836295308262	0.0815893913723	0.082115336468
</S>	0.809290354131	0.0858614606861	0.104848213234
