 	essendosi	vestito	</S>
a46	0.00373628305	0.98705955	0.0092041873
a31	0.00542594421667	0.990834116667	0.00373991977667
a18	0.0490320424056	0.948163322222	0.00280460446889
a31	0.371452280802	0.621390142074	0.00715758822296
a20	0.519148706934	0.428027765358	0.0528235470743
a46	0.416705435645	0.489700775119	0.0935937823581
a20	0.415243545215	0.48923384504	0.0955226241194
a31	0.480481148405	0.438106615013	0.0814122947065
a0	0.535932699468	0.372906685004	0.0911606515688
a46	0.476344199823	0.393762025001	0.129893763856
a35	0.482066183274	0.366707875	0.151225927952
a46	0.554576661091	0.291546385	0.153876955984
a24	0.63801988703	0.225417661667	0.136562431995
a46	0.68125147901	0.198001397222	0.120747087332
a24	0.689409443003	0.196618035741	0.113972512444
a31	0.649114847668	0.227772751914	0.123112404148
</S>	0.610505573834	0.255917910957	0.133576507074
