 	stava	ancora	cucinando	</S>
a8	0.00228279573	0.035961524	0.96055575	0.001199992515
a46	0.000855366878	0.043114888	0.95535795	0.000671829548333
a24	0.000315007936	0.0269805374	0.972445216667	0.000259232966111
a37	0.0219277691407	0.0293373955333	0.942444738889	0.00629009467204
a20	0.0589628763802	0.0537677768444	0.858126212963	0.0291431338907
a31	0.0595173371267	0.0625982029481	0.842432037654	0.0354524224636
a37	0.118609194042	0.066576958316	0.772307632551	0.0425062203212
a31	0.212162224681	0.063616692772	0.665397964184	0.0588231224404
a20	0.334183014894	0.0495441142573	0.535290231395	0.0809826464801
a31	0.342290204965	0.141086831419	0.375972720465	0.140650275493
a6	0.283159071655	0.192103030473	0.307826783488	0.216911135164
a31	0.276447487218	0.190309816824	0.279055494496	0.254187201721
a20	0.240091829073	0.229141168941	0.283688311499	0.24707870724
a46	0.246166679691	0.23122834298	0.280288517166	0.24231645908
a31	0.242923626564	0.239810130993	0.274927995722	0.242338239693
</S>	0.239007588282	0.241683875497	0.276676447861	0.242632089847
