 	forse	sono	usciti	</S>
a23	0.981198725	0.005242122978	0.003773985976	0.0097851385
a31	0.989945625	0.00185126269133	0.001262074305	0.00694101469
a23	0.978606888333	0.0173029696104	0.000660577117333	0.00342953125333
a31	0.898723742778	0.0804287965368	0.0115985169591	0.00924893691778
a10	0.813749414259	0.106036848846	0.053280915653	0.0269328643059
a37	0.66604117142	0.107794466282	0.145370095218	0.080794338102
a31	0.411065150473	0.168205648761	0.204205198406	0.216524066034
a37	0.245379896824	0.204528626254	0.190836846135	0.359254688678
a31	0.222385728941	0.223838872085	0.201261325378	0.352514129559
a39	0.239015419647	0.243214487362	0.230485101793	0.287285043186
a31	0.253372279882	0.242996875787	0.238850133931	0.264780727729
</S>	0.265214099941	0.243797212893	0.239301421965	0.251687248865
