 	ancora	sto	cucinando	e	non	sono	pronto	</S>
a8	0.108760113	0.004071721235	0.32710428	0.559129015	0.000108321403	5.50516735e-06	8.4335085e-06	0.00081265945
a31	0.113050881	0.00172708866833	0.421782216667	0.462540248333	8.42636056667e-05	2.97739051667e-06	8.51658583333e-06	0.00080382305
a37	0.0617460313333	0.00124720195611	0.470724345556	0.462503936111	0.00115653030656	1.48844410056e-05	0.000106778820944	0.00250030715
a20	0.0254474925778	0.00205800728537	0.371395001852	0.59482146537	0.00166288016885	2.76347123352e-05	0.000176677176981	0.00441086381667
a29	0.0130089133259	0.00552365676179	0.151252012284	0.82306022179	0.00119201415628	0.000149022379445	0.000214390872327	0.00559976513889
a14	0.00873296230863	0.00661047738726	0.0647971380947	0.912005340597	0.00109667215209	0.000222501093148	0.000263432067442	0.00627144787963
a21	0.0209220396362	0.00982358326242	0.0370944606982	0.924845760199	0.000847429617363	0.000182989187716	0.000194835312481	0.00608887845988
a31	0.0406414455454	0.0101865195208	0.198892392566	0.744319180066	0.000805749472454	0.000167249002572	0.000112102647494	0.00487538325329
a20	0.0326120050485	0.00455598350693	0.257448366522	0.702416206689	0.000552516502818	0.000123699679524	6.37892331647e-05	0.0022274412411
a6	0.0329567642162	0.00779305140231	0.104172057841	0.850978235563	0.000404126279606	0.000991032755175	0.000415627288388	0.00228908303703
a31	0.0330729941387	0.00861548540077	0.0452607832803	0.907587578521	0.000799097059869	0.00149156541839	0.000755111296129	0.00241736190901
a8	0.141539208113	0.0297196274003	0.0495005484268	0.706627976174	0.00280883211996	0.0050234780728	0.00279483549871	0.0619854829663
a20	0.239947972704	0.0433795441334	0.124248906142	0.428345698725	0.01084214884	0.0215847910243	0.0225576358329	0.109093305655
a31	0.150522895568	0.0232992042778	0.124550510714	0.569084922908	0.0128117209467	0.0252187696748	0.030008643611	0.0645032912183
a37	0.123675506523	0.0496380976593	0.0606878575713	0.537139290969	0.0159920346489	0.0244408225583	0.0252496922037	0.163176655073
a31	0.170727355508	0.0903486542198	0.0703390398571	0.261843480323	0.050613182883	0.0615381141861	0.0657087367346	0.228881438358
a24	0.188554028503	0.117432373073	0.0879101632857	0.175251813441	0.081066300961	0.0901334593954	0.0968055975782	0.162846262786
a31	0.174615296168	0.133945617691	0.101668185762	0.138532217814	0.0973359136537	0.101444121132	0.104017937859	0.148440712262
a20	0.144267382056	0.127429422564	0.114622838587	0.131215799271	0.113317089551	0.115991810377	0.11806928262	0.135086368754
a31	0.132934347352	0.125052484188	0.118860326196	0.128080089757	0.11887012485	0.121582053459	0.12406453754	0.130556024251
a7	0.124946665784	0.119378521396	0.116210395399	0.138197423252	0.11820614495	0.12444789782	0.131017022513	0.127595929417
a35	0.137277421928	0.121516957132	0.1049701568	0.169479031084	0.107372712983	0.11622360594	0.125585396171	0.117574723139
</S>	0.153508965964	0.128396878566	0.0981209759	0.189435995542	0.0996845234915	0.10775735797	0.116236346086	0.106858971569
