 	l	ha	scritta	</S>
a20	0.47604157	0.20717856	0.27546418	0.0413157175
a31	0.219593661333	0.196335238667	0.546956793333	0.0371143514
a35	0.163102768444	0.107533274889	0.715572217778	0.0137917681
a31	0.267078312815	0.157383494963	0.570075169259	0.00546302872
a35	0.230951760938	0.257928014988	0.503467149753	0.00765307252667
a31	0.222867686979	0.360855234996	0.401225606584	0.0150514995089
a41	0.21569847066	0.404315408332	0.293764085528	0.0862220608363
a31	0.0889350308867	0.295304374777	0.364461921843	0.251298670279
a11	0.0902970426289	0.265414640259	0.329411723948	0.314876580093
a18	0.153285830876	0.34129011342	0.245053007983	0.260371026698
a13	0.194608556959	0.377281854473	0.207486312661	0.220623248899
</S>	0.20735900848	0.401083892236	0.189413171331	0.20214389945
