 	prima	di	andare	alla	scuola	</S>
a7	0.01408098171	0.96868882	0.00055255386	0.000463128005	0.00053343328	0.0156811645
a11	0.00690030514333	0.97596312	0.00149252076	0.00152089453833	0.00200265516333	0.0121205650667
a43	0.0111017371478	0.84361052	0.0127331923533	0.0297393828461	0.0524356163878	0.0503795642556
a20	0.0362253920493	0.61735142	0.0401504517844	0.060280664282	0.128413815463	0.117578254752
a31	0.0648111870164	0.528934773333	0.0519475805948	0.0597410014273	0.139966745154	0.154598738251
a20	0.0895775490055	0.425490074444	0.0914489368649	0.0677380671424	0.105852920385	0.219892486084
a31	0.0905852396685	0.265080111481	0.118794468955	0.138049649047	0.173429525462	0.214061018695
a20	0.0639197355562	0.166870472494	0.141704356318	0.212237569682	0.256379648487	0.158888216232
a31	0.0518048308521	0.099888537498	0.148700465439	0.251798383227	0.318895802829	0.128911993411
a20	0.0552902696174	0.0823376904993	0.106250301813	0.259658434409	0.39740420761	0.0990590858037
a31	0.0583818835391	0.0743421228331	0.091773437271	0.256729374803	0.429177279203	0.0895958666012
</S>	0.0566283752696	0.0650187054165	0.0861688936355	0.269527572401	0.448075874602	0.0745805603006
