 	mia	figlia	vuole	andare	</S>
a46	0.679591335	0.29618328	0.02056932185	9.38514622e-06	0.00364665185
a31	0.410124621667	0.32869238	0.25765010395	3.98013278667e-06	0.00352887454333
a7	0.212148290556	0.21451689	0.57199523465	1.22796214956e-05	0.00132725458778
a20	0.141770866852	0.306030573333	0.55146491155	2.38668074985e-05	0.000709709675927
a31	0.196350002284	0.444218491111	0.35812462385	0.000814029776166	0.000492813225309
a46	0.410332100761	0.396225817037	0.188202613617	0.00225453755872	0.0029849280751
a31	0.457557800254	0.447294039012	0.072868583639	0.0144352109529	0.0078443756917
a46	0.403171383418	0.396586449671	0.0326029826463	0.0554959669843	0.112143233897
a31	0.472454567806	0.17620248989	0.0465095522154	0.0887642756614	0.216069137966
a11	0.481060929269	0.116324929963	0.0678159440718	0.0862143552205	0.248583845989
a3	0.484582776423	0.101640786654	0.0833343180239	0.0913973817402	0.23904473533
a31	0.407341782141	0.129214995551	0.147160642675	0.12660416058	0.189678438443
a27	0.43695551738	0.13335889185	0.151378522558	0.12067583686	0.157631252814
a0	0.627404105793	0.112546519283	0.085305987186	0.0723613709533	0.102382035938
</S>	0.702512852897	0.109390512642	0.064395445593	0.0537136934767	0.069987525469
