 	cosa	fa	Anna	il	sabato	mattina	</S>
a46	0.0822337725	0.680193535	0.156431454	0.028212617	0.00127918015	0.0454762015	0.00617331055
a31	0.0751462235	0.514373691667	0.0755573773333	0.0355692943333	0.00229119648333	0.2905716425	0.00649067251667
a6	0.0365237584333	0.318613887222	0.0795572257778	0.0428876427778	0.00811553229444	0.510491794167	0.00381020643889
a31	0.0952956057444	0.252112349074	0.0689771809259	0.0353531402593	0.0109113228981	0.505292424722	0.032058004413
a37	0.114501427501	0.139577793025	0.0263768799753	0.0466743714198	0.020550649766	0.602530331574	0.0497885901377
a31	0.11682650142	0.120566371008	0.0111669856584	0.0429399171399	0.0266208885887	0.645367933858	0.0365114287126
a17	0.130677537807	0.172262043669	0.0047167848528	0.04284404538	0.0428687348629	0.516942051286	0.0896888029042
a31	0.111414733269	0.224550674556	0.00272158678427	0.0421472201267	0.052407008621	0.464560537095	0.102198222635
a17	0.10307577209	0.287220154852	0.00539474112809	0.0430047613756	0.069034273207	0.437654572365	0.0546157118783
a31	0.0604357083633	0.343528511617	0.00789195870936	0.0501599861252	0.0960051444023	0.388943924122	0.0530347499594
a8	0.0494736404544	0.375525197206	0.0218078685698	0.0570496747084	0.103068661467	0.343713744707	0.0493611886531
a31	0.0496627628181	0.505059972402	0.0334177738566	0.0649211599028	0.0909097871557	0.217631198236	0.0383973312177
a28	0.0578756059394	0.686230990801	0.0249667589522	0.0417343753009	0.0529873230519	0.107972980745	0.0282319867392
a0	0.131194338646	0.690642050267	0.0188663466507	0.0302828824336	0.0330416010173	0.0745897615817	0.0213830232464
a41	0.231567089549	0.608903636756	0.0199226885502	0.0343025861445	0.0240326233391	0.0649591365272	0.0163122194155
a39	0.25227572985	0.537726032252	0.0325484011834	0.0714515953815	0.026352783113	0.0683647615091	0.0112807186385
a31	0.32596959995	0.412613630751	0.0365465537278	0.0965063651272	0.032670850371	0.079952590503	0.0157404527128
a39	0.430218129983	0.317029376917	0.0312868755759	0.0790302197091	0.032764484457	0.0804469368343	0.0292240015709
a31	0.393290849994	0.272347138972	0.0653055328586	0.0881182245697	0.0496412714857	0.0820557906114	0.0492412115236
a18	0.318430716665	0.280802349657	0.0782794542862	0.0908072208566	0.0581914984952	0.110111565204	0.0633772191745
a31	0.245361775555	0.272123563219	0.0999601680954	0.0968700029522	0.0737570174984	0.129952467068	0.0819749830582
a18	0.200264618518	0.269710761073	0.120954959365	0.105489517651	0.0893166591661	0.120729029023	0.0935344110194
a31	0.185506402839	0.256984570358	0.118872236455	0.10938323255	0.100861223055	0.124102734341	0.104289587006
a39	0.182215840946	0.253991006786	0.121214765485	0.111289614183	0.106215937685	0.116825593447	0.108247215669
a41	0.211148870315	0.306335858929	0.107302460495	0.094089798061	0.0915135675617	0.0980240564823	0.0915853385563
a8	0.183037410105	0.286678039643	0.138337382165	0.106233189354	0.0937947758539	0.103790092161	0.0881291081854
a31	0.128746670035	0.214150179881	0.211475130722	0.148618526451	0.0993409819513	0.10743082072	0.0902377433951
a46	0.128336293345	0.223020853294	0.203727020241	0.15003114015	0.0992746356504	0.10204306024	0.0935670531317
a8	0.142389964448	0.244704147765	0.15135897008	0.128432384717	0.109648855217	0.115695156747	0.107770564377
</S>	0.139213582224	0.210310158882	0.15066674504	0.132465462358	0.121097842609	0.127091868374	0.119154382188
