 	avete	cucinato	le	verdure	</S>
a39	0.80561567	0.000165863875	0.178469529	0.0127694675	0.0029795174
a31	0.702144483333	0.000148707914333	0.279649742333	0.0147604681667	0.00329659463333
a35	0.500555447778	9.24104227777e-05	0.409721447444	0.0598213907222	0.0298092575111
a31	0.350760822593	0.000364701459593	0.274559192481	0.326035720241	0.048279522837
a20	0.394629984198	0.000546278673198	0.130790887494	0.40666976008	0.0673630899457
a31	0.514839898066	0.0013681511444	0.0602828511647	0.28385139336	0.139657716649
a20	0.500100239355	0.00251419524813	0.0349886463882	0.230877936453	0.231518972216
a39	0.513566069785	0.00631970201604	0.0384823217961	0.154310190818	0.287321674072
a28	0.399078909928	0.0640204213387	0.0507847862654	0.136924521939	0.349191334691
a31	0.412000379976	0.0852280807796	0.0861203087551	0.128722125646	0.287929084897
</S>	0.527598439988	0.0522946558898	0.115760054378	0.131240627823	0.173106172448
