 	sembra	che	il	ladro	è	entrato	da	qui	</S>
a31	0.00824903785	0.0772974244	0.295360815	0.542291865	0.0003467321515	2.33885622e-05	0.0037745708	0.069015767	0.003640371
a28	0.00311846731667	0.0270813141	0.189017643	0.713958001667	0.0001538512905	1.03029899667e-05	0.00295692619	0.0601650904667	0.00353840936667
a37	0.00421781857222	0.0175544107333	0.105056053667	0.775796603889	0.000286973629167	4.22967900889e-05	0.00243742368667	0.0579521216222	0.0366563433222
a31	0.0205698905241	0.0298667682444	0.0871084325557	0.738617147963	0.00454268438639	9.4650133363e-05	0.00497160446222	0.0590891598741	0.0551397091074
a11	0.0590246701747	0.0519801097481	0.120099877519	0.606235109321	0.00622219086213	0.000996452697788	0.0261258568207	0.0504363226247	0.0788794490358
a31	0.0593152737249	0.0458283581494	0.122276145173	0.572636729774	0.0268486316874	0.0018158690326	0.0394682556069	0.0477156258749	0.0840950863453
a20	0.0485182082416	0.0324567799498	0.0654036057243	0.525999293258	0.0445785092291	0.0150326129775	0.109375475202	0.100078703625	0.0585567771151
a31	0.0465326137472	0.0318319469833	0.0575317015748	0.368036897753	0.111281475076	0.0289611556592	0.162006131734	0.127410945542	0.0664071640384
a39	0.0617762422491	0.0457820933278	0.0551584778583	0.282884442584	0.144412388359	0.0355608552197	0.186641143911	0.122184216181	0.0656001793461
a31	0.0873124874164	0.0719450294426	0.0725945416194	0.171190774195	0.11829311612	0.0591927250732	0.20100501797	0.14000232206	0.078463997782
a13	0.104240939139	0.0962640398142	0.0862430452065	0.134136474732	0.110890755373	0.0750675083577	0.185394382657	0.121048420687	0.0867144142607
a31	0.12049885138	0.113187638271	0.0920393880688	0.109288884911	0.0984534351243	0.0844144061192	0.174607534219	0.117397670229	0.0901121610869
a13	0.124090398793	0.119612324424	0.0996598310229	0.107842558304	0.101419205041	0.0943609833731	0.14447089474	0.111292516743	0.097251285029
a31	0.126518292931	0.122707064808	0.102412260341	0.106235396101	0.10149422168	0.0983526924577	0.132957988247	0.109465698914	0.0998564016763
a39	0.126398037644	0.123472331603	0.105085993447	0.1076350087	0.10362132056	0.101700626153	0.121611292749	0.107954862971	0.102520542559
a11	0.150815619215	0.145351223868	0.102162011149	0.104235418233	0.09564007152	0.0924521807177	0.116577729583	0.099860065657	0.0929056811863
a46	0.138893136405	0.132528969623	0.0886607237163	0.158318041411	0.10104854684	0.0797752902392	0.127363358528	0.0943522198857	0.0790596953954
a18	0.117815518802	0.104408121541	0.0690693725721	0.202991993804	0.10059390728	0.0654832000797	0.170992786176	0.105265306629	0.0633797677985
a31	0.121617166267	0.105977543847	0.0657026088574	0.225454621268	0.0963532224267	0.0609875366932	0.161058065392	0.102686355543	0.0601628432662
a39	0.140491955422	0.128309757949	0.0978349996191	0.213684739089	0.0849139868089	0.0589953012311	0.128530095131	0.086705155181	0.0605339770887
a18	0.163045001807	0.14638125265	0.111786533206	0.198188448363	0.0690127349363	0.055713126077	0.119547008377	0.0792435350603	0.0570823410296
a46	0.127921477269	0.114336045217	0.0844477870687	0.294460942788	0.0871695516454	0.0567055730257	0.102481297792	0.0740472466868	0.0584300910099
a31	0.10040362409	0.093976482739	0.0758065116896	0.326400377596	0.100897791882	0.0638359133419	0.095718374264	0.0768824622289	0.0660784920033
</S>	0.106903304545	0.102237501369	0.0811315158448	0.291089673798	0.098919582941	0.073205423671	0.090745117132	0.0808768286145	0.0748910685017
