 	non	aveva	cosa	a	fare	</S>
a31	0.74123737	0.0563533225	0.16635065	0.030545592	0.0049109083	0.00060206934
a18	0.771631306667	0.0479884820667	0.125606736667	0.032251076	0.0219379328667	0.000584323473333
a24	0.593016625556	0.0356130162556	0.194678118889	0.0864145806667	0.0867431649556	0.00353440695778
a20	0.541403831852	0.0637828014185	0.188988035296	0.104425532222	0.0922655086519	0.00913430131926
a31	0.760193227284	0.0589607341395	0.082166921432	0.0551854909073	0.034251586984	0.00924208190642
a18	0.886751442428	0.0264663590465	0.031274814044	0.0250337774691	0.0140541677613	0.0164195001021
a31	0.618208372476	0.0424210120155	0.0595083375813	0.0769650581564	0.0751375609204	0.127759710701
a17	0.345426689159	0.0817200406718	0.0964722891938	0.122143092719	0.122642780307	0.231595100234
a20	0.30712990972	0.108910743557	0.103876889731	0.131664767573	0.115680363436	0.232737290078
a31	0.222201096573	0.132914397852	0.131483713244	0.165236735858	0.138489434479	0.209674583359
</S>	0.189312728287	0.145386233926	0.147238906622	0.179093582929	0.151112642239	0.187855861679
