 	sta	e	dorme	nel	letto	</S>
a33	0.111409565	0.82926533	0.001542472575	4.6138897e-06	0.050127252	0.007650758405
a31	0.0857083383333	0.60261074	0.0195666831917	9.1461579e-06	0.283022242667	0.009082849135
a37	0.0483428495444	0.278205000667	0.0263508734972	3.79306586333e-05	0.641956614222	0.00510674117833
a31	0.0221497832815	0.376264624222	0.0108241088657	0.000565487152878	0.586873178074	0.00332281619278
a13	0.0124458618938	0.623647108074	0.00479764525523	0.000778335407626	0.351446806025	0.00688420139759
a20	0.0048753001146	0.737753302691	0.00265445323841	0.000355335139209	0.246554408675	0.0078071727992
a24	0.00265396785487	0.86591013423	0.00121553054947	0.000158321408736	0.126401000225	0.0036610636864
a28	0.00581352008496	0.91628686141	0.00133919253316	0.000127221161912	0.0713769107417	0.00505628498213
a31	0.0150894943617	0.924562287137	0.00161481967772	0.000156190147304	0.0531198845806	0.00545725309404
a35	0.0166752961206	0.953988595712	0.000846779228573	0.000117816535101	0.0259910909602	0.00238036346468
a18	0.0460556673735	0.894164881904	0.00342707824552	0.0012935559477	0.0409301154201	0.0141287131549
a31	0.0691133334578	0.847650727301	0.00866333641517	0.00349652044923	0.0515880538067	0.0194880380516
a13	0.120110782153	0.7318384091	0.0146703638051	0.0112269259497	0.0478126299356	0.0743408846839
a39	0.248635737384	0.485422903033	0.0340310612684	0.0330342419832	0.0751396633119	0.123736392895
a31	0.263219859128	0.353864517678	0.0920554870895	0.0699214886611	0.110255137771	0.110683495632
a21	0.216922689709	0.290091745893	0.129893732363	0.10170708922	0.13241097259	0.128973761877
a31	0.202562503236	0.230058825298	0.140143204121	0.12929610474	0.144954770863	0.152984583959
</S>	0.182372476618	0.201515042649	0.15496861206	0.14691704237	0.156067120432	0.15815968698
