 	non	so	cosa	scrive	</S>
a46	0.0170227486	0.008331081825	0.92892832	9.21852175e-05	0.04562571415
a8	0.0178384862667	0.0107476874917	0.91856021	0.0005547329575	0.0522988947167
a31	0.0287404110889	0.0750823648306	0.844738406667	0.0008529989425	0.0505857715722
a13	0.043618756363	0.262103804944	0.615161025556	0.00304395580417	0.0760724038574
a31	0.134828383454	0.450605811648	0.311402499185	0.0114045679347	0.0917587092858
a28	0.197658387818	0.522881303883	0.124749605728	0.0233003749782	0.131410327762
a31	0.187496985939	0.474168414628	0.0594712089093	0.0378207799927	0.241042632587
a37	0.18011906198	0.319997884876	0.0334752296364	0.0832155066642	0.383192317529
a31	0.149828807327	0.205748328292	0.0506763648788	0.132367878888	0.461378619176
a11	0.134982792442	0.174055526097	0.0852299282929	0.151799672963	0.453932099725
a31	0.154330560814	0.174277132032	0.129817769431	0.178621174321	0.362953396575
a20	0.173783810271	0.185972400677	0.16308453981	0.193833448107	0.283325818858
a31	0.18239950009	0.190433873559	0.17671758327	0.197157339369	0.253291712953
</S>	0.188707085045	0.193461671779	0.185872916635	0.205010369685	0.226947981477
