 	se	vieni	a	casa	ogni	sabato	</S>
a23	0.484211655	0.343884825	0.1129002465	0.00071315301	0.054826852	0.0021115113	0.0013517938
a31	0.456565671667	0.410634898333	0.0811996215	0.000273306942333	0.0487183713333	0.0017026841	0.000905475346667
a11	0.251340782222	0.348804112778	0.0593112806667	0.000332831163111	0.323746866444	0.0129772028333	0.00348695729556
a21	0.093622178574	0.150330114259	0.0252795113889	0.00110322990437	0.661111022148	0.0443317409444	0.0242222220985
a31	0.047320212358	0.0853071360863	0.0152947677963	0.00311897610146	0.572614307383	0.167298133648	0.109046474033
a20	0.0551349941193	0.0906467800288	0.0121241249321	0.00505843516715	0.335163019128	0.268873531216	0.232999128011
a31	0.119951274706	0.0872732033429	0.00867820497737	0.0116975570557	0.246242063043	0.248300277072	0.27785744267
a10	0.147881809902	0.0534624004476	0.00670767965912	0.0230593333519	0.255883021014	0.192613059024	0.320392737557
a31	0.0885066899673	0.0510399614825	0.00989813038637	0.0677275104506	0.252968153671	0.225639369675	0.304220209186
a21	0.194475921656	0.0853694591608	0.0261116116288	0.0918919044835	0.20709098789	0.218224256558	0.176835856395
a11	0.319170597219	0.128060696387	0.0600308638763	0.0862715358278	0.15673244263	0.134274435519	0.115459432132
a3	0.37705104574	0.137826822129	0.0724458932921	0.0834884842759	0.127926647543	0.107698428506	0.0935626963773
a33	0.43557128858	0.107616967376	0.111619346431	0.0620382237586	0.151865472514	0.0698311728353	0.0614575287924
</S>	0.41864720429	0.077743153688	0.157503063216	0.0530220068793	0.194873016257	0.0517389564177	0.0464725808962
