 	questa	canzone	è	scritta	da	un	poeta	nostro	</S>
a31	0.5725109	0.0784162985	0.0079110977	0.2064101625	0.036052033	0.046292063	0.00097986415	0.0424792204	0.0089483505
a24	0.435214039333	0.0477630739667	0.00355625030667	0.0923066531667	0.0206293693333	0.222020005333	0.00577151961667	0.1592459268	0.0134931498333
a31	0.174174179111	0.0253503034556	0.00214343020889	0.0391018120556	0.0144301381111	0.310282645111	0.0104835007056	0.398104628933	0.0259294052778
a20	0.0993805623703	0.0200424464852	0.00234319886963	0.0300904486852	0.0187613417037	0.273194925037	0.00936093106853	0.479689142978	0.0671370584259
a0	0.115851463457	0.0296926741617	0.00556567958988	0.0351505322284	0.0253669809012	0.272121411679	0.00854273002284	0.349730970993	0.157977566142
a13	0.334045521152	0.0659735113872	0.00881746152996	0.0283986540761	0.0233842729671	0.17194573556	0.00904183334095	0.202908925331	0.155484082714
a31	0.500156780384	0.0717644471291	0.00959384867665	0.026089324692	0.0219930236557	0.11702044552	0.0437927371137	0.143055506777	0.066533916738
a24	0.618086733461	0.0532758257097	0.00903609985888	0.0249928688973	0.0178375190519	0.0765468535067	0.0559047287046	0.113163239592	0.0311561444127
a31	0.513745823154	0.0363503039032	0.016874240753	0.0300764479658	0.023621837184	0.0829470241689	0.151940294235	0.117435080531	0.0270089051376
a37	0.407382219718	0.0294636199677	0.0209714135843	0.0319334599886	0.0286570553947	0.10317987139	0.214424489412	0.139658340177	0.0243294963792
a31	0.365793070906	0.0299668579892	0.0254650611948	0.0303455969962	0.0327311941316	0.0927960504633	0.266896474471	0.128404350059	0.0276013594597
a20	0.188228804635	0.0307252006631	0.0343127503983	0.0371512746654	0.0416119803772	0.106436410154	0.36946757149	0.15584324002	0.0362228148199
a31	0.135613214878	0.0392093588877	0.0410841694661	0.0423730648885	0.0469494844591	0.103420003385	0.40002598383	0.148965830007	0.04235894394
a39	0.0935792729593	0.0457969769626	0.049583035822	0.0503247489628	0.0533744308197	0.0910394744617	0.43981109461	0.126052390002	0.05043860898
a31	0.0860571956531	0.0564342989875	0.0586858886073	0.0590354703209	0.0611124502732	0.0872112148206	0.419263121537	0.113011830001	0.05918851066
a20	0.078557928551	0.0621884043292	0.0650849162024	0.065314055107	0.0668360534244	0.0855433682735	0.406315473846	0.104695875	0.06546391022
a31	0.0777965461837	0.0681317614431	0.0706569087341	0.070797983369	0.0720307224748	0.0870150194245	0.380065707949	0.102560676667	0.0709446834067
a20	0.0751203853946	0.0700479871477	0.072864289578	0.0729915844563	0.0741468988249	0.0879072298082	0.371766219316	0.102011590222	0.0731438144689
a39	0.0786552251315	0.0638847583826	0.0584092851927	0.0581076854854	0.0606733996083	0.101848549936	0.401853483105	0.117848814741	0.058718804823
a31	0.121096951711	0.0656772654609	0.0499973387309	0.0495525374951	0.0525155632028	0.106186881645	0.387311294368	0.117353639914	0.0503085636077
a46	0.144225883904	0.0770055098203	0.060423724577	0.0599682208317	0.0615963344009	0.0919469855483	0.345585164789	0.0987574233047	0.0604907712026
a31	0.120886395968	0.0863420629401	0.077035824859	0.0766101352772	0.0775031181336	0.0924999318494	0.293676951596	0.0984582027682	0.0769873850675
a18	0.108976931323	0.08999422598	0.0857392702863	0.0855804800924	0.0861435860445	0.0952678172831	0.262324030532	0.100233344256	0.0857403283558
a31	0.105653785108	0.0912899053267	0.0884991687621	0.0884267216975	0.0888811453482	0.0962767024277	0.251771463511	0.100685548085	0.0885155827853
a8	0.100642091703	0.0886041484422	0.0864482679207	0.0864589022325	0.0869464751161	0.0976628741426	0.26691981117	0.099777862695	0.0865395875951
</S>	0.0974605108515	0.0855757442211	0.0831220264603	0.0831503311163	0.083672317558	0.0980943420713	0.287323635585	0.0983549763475	0.0832461087975
