 	dovevo	comprare	pane	ogni	giorno	</S>
a8	0.98780051	0.00235424818	0.002265638	0.00649895525	1.049274785e-05	0.0010701087
a31	0.93604889	0.00179931338	0.00865950956667	0.0518139349167	5.55358395167e-05	0.00162279206667
a24	0.6392429	0.00191721472667	0.0174214675222	0.331380584972	0.000224633956506	0.00981320748889
a37	0.466831123333	0.00263540864222	0.0159598438407	0.495739461657	0.000633902562169	0.018200272163
a14	0.410502814444	0.00322537388074	0.0113007009469	0.523699253886	0.00138119082072	0.0498906763877
a29	0.422905858148	0.0134468362936	0.0140235553156	0.439744591295	0.00601950627357	0.103859655463
a0	0.524679152716	0.0268105280979	0.0263849974385	0.292444447098	0.00953447442452	0.120146411821
a29	0.454861594239	0.0249935856993	0.0293460808128	0.392621819033	0.00748686194151	0.090690085607
a20	0.549219241413	0.0148056438998	0.0198163966043	0.349669499678	0.00431222894717	0.0621769902023
a31	0.783530580471	0.00609815163327	0.0106430554781	0.160128926293	0.00168658690172	0.0379127175408
a24	0.899095250157	0.00999463254442	0.00859564076937	0.056344378231	0.00127766805324	0.0246924846536
a46	0.879256806719	0.0225157325148	0.0171445215898	0.0447815591437	0.00313826525108	0.0331631405512
a31	0.88873748224	0.0198489745049	0.0169177712966	0.0461524237146	0.00318977645703	0.0251535684171
a0	0.90029587408	0.012816428835	0.0192724978655	0.0272018265715	0.00536389295901	0.035049490039
a20	0.842340224693	0.0242230082783	0.0434696512885	0.0247421268572	0.011813865653	0.053411160013
a31	0.860693841564	0.0238025216594	0.0424414614295	0.0275164029524	0.0103191935843	0.035226582771
a46	0.900724493855	0.0149296157865	0.0262050764765	0.0226570449841	0.0095648392281	0.0259188970237
</S>	0.890852166928	0.0165181873932	0.0271145407383	0.020011937492	0.0131964676141	0.0323066735119
