 	voglio	che	Maria	viene	domani	</S>
a33	0.63920654	0.093399355	0.0004855547015	0.014680502	0.01528592975	0.236942125
a31	0.620803756667	0.0691913183333	0.0001844044905	0.0131657833333	0.04347653325	0.253178196333
a11	0.457763075222	0.0796068561111	0.000197640509167	0.0112887454444	0.26853623775	0.182607420111
a31	0.165287528407	0.23545123537	0.000578222976389	0.00890118518147	0.424585492583	0.16519633337
a18	0.0670810438023	0.28288204179	0.00166134369213	0.0166826510938	0.425300867528	0.20639205779
a31	0.0386974886008	0.40267496393	0.00387726093071	0.0207074293646	0.326405319176	0.207637542597
a42	0.0475670328669	0.47152075131	0.0135882372102	0.0780570161215	0.210006896392	0.179260064199
a37	0.084950374289	0.241069500437	0.0319923340701	0.205469055374	0.258662415464	0.177856314733
a31	0.12335468143	0.167269353479	0.07053375469	0.272316045125	0.241293048488	0.125233101578
a20	0.137336237143	0.152519704493	0.109355884897	0.278695348375	0.189289452829	0.132803370526
a31	0.148179119048	0.152005594831	0.135251594966	0.244361119458	0.17278767761	0.147414893509
a8	0.157535013016	0.158829104944	0.152340054989	0.204844173153	0.168212712537	0.15823893117
</S>	0.159691056508	0.157819102472	0.153933942494	0.202566271576	0.166343936268	0.159645690585
