 	il	morto	si	piange	</S>
a20	0.11146672	0.66279574	0.2059830505	0.00381263036	0.01594181696
a31	0.11321848	0.375874652333	0.479416940167	0.00569789022	0.02579202032
a18	0.0719291116667	0.447533829778	0.456654433389	0.00491053004	0.01897209294
a15	0.0382274778889	0.572998766593	0.338198314463	0.0384275674467	0.0121478718133
a31	0.0210652212963	0.615266312198	0.297961641488	0.0560838618156	0.0096229501711
a15	0.0317645800988	0.640259460733	0.228048777163	0.0937730399385	0.00615412295703
a31	0.0355705073663	0.650490210244	0.191162935054	0.117688603313	0.00508774303901
a29	0.0350383291221	0.579318160081	0.153925951018	0.217765764438	0.0139517993997
a31	0.0332109452407	0.43761966336	0.143930899673	0.353729978146	0.0315085124666
a0	0.0381188092802	0.53061084112	0.0655225715577	0.311086252715	0.0546614938222
a31	0.0750826990934	0.518114113707	0.0823235195192	0.241488254238	0.0829914076074
a13	0.0836068110311	0.543320484569	0.0870179511731	0.203593311413	0.0824614405358
a18	0.0779518570104	0.59225320819	0.0578294730577	0.198749083804	0.0732163535119
a41	0.0912340423368	0.516747036063	0.0550684490192	0.253473094601	0.0834773711706
a31	0.119595110779	0.462636335354	0.100239239673	0.234107134867	0.0834221870569
a18	0.118460683593	0.467450735118	0.107645831891	0.226544271622	0.0798984656856
a31	0.127703981198	0.394871515039	0.107319669297	0.252665117207	0.117439695229
a46	0.147190413733	0.346927528346	0.140750013099	0.218646192402	0.146485881743
a31	0.153195584578	0.322851172782	0.163409711033	0.204998260801	0.155545323914
a0	0.182977558193	0.275013840927	0.170395197011	0.211259810267	0.160353631305
a31	0.192334516064	0.260595736976	0.17603443567	0.211046903422	0.159988437102
</S>	0.187254318032	0.242365293488	0.205880707835	0.195922006711	0.168577708551
