 	viene	fabbricato	</S>
a31	0.187350822286	0.677425042	0.135224135653
a24	0.195352755673	0.6479881228	0.156659122653
a31	0.224258390611	0.6468428484	0.128898761318
a18	0.24404319589	0.6528773408	0.103079457033
a31	0.25359263303	0.602909026933	0.143498337704
a37	0.237009116343	0.620630252978	0.142360632901
a31	0.243917708114	0.656560197659	0.0995220910337
a20	0.300999601371	0.59883557722	0.100164828545
a41	0.32817541979	0.549334248407	0.122490344448
a31	0.31417988273	0.518982747469	0.166837365749
a35	0.335792952377	0.453950811156	0.210256229516
</S>	0.371289660189	0.399701812578	0.229008526758
