 	non	vieni	alle	sette	perchè	io	non	sono	pronta	</S>
a8	0.101105292919	0.068632756919	0.0314539443826	0.174682874032	0.35342855186	0.10968571747	0.0215880254392	0.032449298428	0.0869433422326	0.020030248076
a31	0.0780349229645	0.061872264497	0.0410022434506	0.152374758565	0.40969900646	0.128796972337	0.0302191826685	0.0283860379364	0.0515243416677	0.0180902765363
a7	0.0645008130996	0.0513558222923	0.0463059693635	0.135802962082	0.43245764682	0.191048803092	0.0327213809882	0.0118447638258	0.0210005943194	0.0129612187731
a24	0.0414968862727	0.0463906856014	0.0378512224912	0.113554559321	0.46504726294	0.225727567477	0.0366197285787	0.00805824239027	0.0113569134445	0.0138969085044
a38	0.0449187797576	0.0598714232178	0.0326149933104	0.105760373107	0.47087789498	0.179031154226	0.0387307712529	0.0123382693216	0.0152919762148	0.0405643429015
a31	0.0425959567172	0.0731619576873	0.0464167506261	0.093652752569	0.480122888327	0.142341941075	0.0289494712376	0.0182127264806	0.0296733897556	0.0448721437618
a10	0.0330537145904	0.11052181699	0.0632162215527	0.0793230363897	0.453172223576	0.140221454625	0.0346529204925	0.0266133058516	0.0362160041592	0.0230092778619
a11	0.0410351120635	0.131456044963	0.0750086344689	0.115562360197	0.335931224659	0.155864599875	0.0375093650042	0.0368548986592	0.0396979712164	0.031079783434
a31	0.0369430768412	0.0813604115463	0.064305864943	0.217588770359	0.343512271553	0.123145982825	0.0275333500281	0.0380738550177	0.0392671983601	0.0282692414287
a20	0.0266027920337	0.0471713219408	0.034835881481	0.22672654428	0.428687961184	0.115735757275	0.0292772987427	0.0398656848432	0.032014755668	0.0190820185469
a10	0.0418815176112	0.0850467028469	0.026960742587	0.15491912196	0.376202558061	0.121374442892	0.0614490395809	0.0529367420744	0.0363591760627	0.042869960169
a31	0.0474401420171	0.0874680362416	0.024635016889	0.17788247702	0.342864237554	0.107966301537	0.069128622127	0.0570906398581	0.0410772029476	0.044447335163
a21	0.0373853774857	0.0807211688399	0.0203758547897	0.195640245927	0.352611781585	0.136767813752	0.049370667509	0.0540210012927	0.0398833174692	0.0332227906577
a31	0.0572028758286	0.104024585624	0.0248470594432	0.131337907102	0.333542105928	0.135186827317	0.059028702303	0.0665837592842	0.0519618036697	0.0362843801692
a20	0.0735276461629	0.121795262219	0.0311314937277	0.0918285027673	0.308417002663	0.124713523839	0.0668218178343	0.0769139507747	0.0623481733099	0.0425026156364
a13	0.0781255377876	0.152975597406	0.0420461785759	0.0801100122158	0.213923227108	0.157633288013	0.0724026222114	0.0776442473916	0.06510211539	0.0600371769921
a31	0.0844747287972	0.150823766955	0.0499904646186	0.0651521415786	0.149760227803	0.153072985671	0.123672220737	0.0875107177972	0.0742734342167	0.0612693195174
a41	0.0904165057737	0.133204559805	0.0543382246995	0.0615799504329	0.146115378168	0.158428241224	0.141903100646	0.0875715577991	0.0704889882056	0.0559534819058
a35	0.0999095937979	0.124435781135	0.0611510640332	0.0789076538443	0.142861328323	0.184842176408	0.117171328282	0.073556395973	0.0590728953552	0.0580917577019
a31	0.109195631039	0.114406031145	0.0598425525551	0.0795471923188	0.133277787141	0.154050998803	0.152454018694	0.0744351689643	0.0599560326184	0.0628345618073
a24	0.107671059826	0.098019688015	0.0618212329957	0.0883483701103	0.131584995947	0.148118357601	0.174277308765	0.0760645077214	0.0568142992261	0.0572801597224
a37	0.0937278525687	0.0932903171383	0.0610571771986	0.115618970437	0.158828255649	0.162904197867	0.148725686788	0.0682764573738	0.0488805868154	0.0486904817208
a27	0.0888691618762	0.103413910113	0.0622025873329	0.140704505252	0.174458503816	0.144057786222	0.138629667463	0.0613349845246	0.0424596487318	0.0438692367403
a20	0.0837313867121	0.116483804571	0.0672121413443	0.130868110724	0.163390023605	0.181206598341	0.132162402621	0.0560080512682	0.0329240083973	0.0360134826268
a31	0.0927628891707	0.133896055057	0.0600414628814	0.105134087688	0.155333447735	0.192429808114	0.118355788807	0.0648427351161	0.0358028626258	0.0414008781556
a37	0.0990057343902	0.126033625952	0.0560402746938	0.132474263209	0.168545757045	0.149217693771	0.111260224936	0.070715145972	0.0406246639419	0.0460826312519
a31	0.0900698815967	0.116330902517	0.0644208294979	0.133954880936	0.153320791748	0.129329940324	0.100666208845	0.0825218900573	0.0548970065806	0.0744876848173
</S>	0.0897311825984	0.128105714658	0.070002426349	0.107642910268	0.119628520374	0.119433125162	0.0908269139225	0.0977444537286	0.0705152769903	0.106369490009
