 	quando	è	arrivato	Giovanni	Anna	stava	e	dormiva	</S>
a20	0.22125269013	0.0283224031686	0.107460696294	0.1321475986	0.1307094002	0.031971062137	0.05493121214	0.25716408626	0.036040844036
a8	0.17034684863	0.0160087584864	0.0573513171573	0.115339399082	0.129826069277	0.075117705616	0.05331470052	0.339843194313	0.042852023712
a31	0.113813739117	0.0061991432146	0.0401595808052	0.0802171269895	0.084981700143	0.0880474905217	0.115033945933	0.438370248998	0.033177038124
a23	0.0814823445533	0.00358505481073	0.0311758686551	0.0694062778365	0.0948198572443	0.0664430703897	0.138107593711	0.483750236666	0.0312297042413
a31	0.0725023095188	0.00374937275664	0.0253484784758	0.0819316106922	0.157942909651	0.0986582882504	0.0830217659037	0.444296416755	0.0325488635404
a10	0.0335885818396	0.00338532815808	0.0409374761071	0.0992731792707	0.15891439199	0.116561519876	0.0765066271012	0.436052920518	0.0347799945068
a24	0.0697415736532	0.00300442885803	0.0604175762562	0.0855740712102	0.103064427823	0.077477918472	0.0921405859004	0.412033022906	0.0965464033823
a31	0.0825689672844	0.00323398456161	0.039067281054	0.0781598038034	0.0992056008077	0.0677139304507	0.0966773495668	0.412417725169	0.120955363915
a41	0.0490407524681	0.0038908314348	0.0205247222879	0.0819524794011	0.100560538003	0.0680730344702	0.117433906989	0.451974385256	0.106549347646
a7	0.055317697396	0.00764304450693	0.0179749494293	0.0681019826004	0.0751405008677	0.0443523174901	0.14795491693	0.452247392419	0.131267189435
a5	0.088353995532	0.0150507826503	0.0190808139431	0.0621423979335	0.0558741152226	0.0378053910967	0.14635698251	0.440817031473	0.134518490345
a37	0.110398001977	0.0288632929508	0.0200396080744	0.0576229985112	0.0438078816075	0.0378665040589	0.149820840237	0.430490119824	0.121090755115
a31	0.0841462897257	0.0311246745649	0.0299944505091	0.0613147253037	0.0672514905358	0.0357288180463	0.165224962279	0.423104949275	0.102109648172
a46	0.0794826621752	0.035470661483	0.0357254086273	0.0587739636346	0.0818066595119	0.0416310800154	0.16250267036	0.398759845758	0.105847040991
a8	0.0914135584584	0.0419010487357	0.0321562055891	0.0501841964115	0.067062591704	0.0548726379385	0.155342836853	0.382101756586	0.124965153664
a31	0.0921395169528	0.0372120271119	0.0402683109764	0.0474240948705	0.070786283368	0.0601627965128	0.163239995751	0.360281152195	0.128485827821
a29	0.115208810918	0.0651632301773	0.0448499477921	0.0463435574902	0.0875438457893	0.0675925397709	0.13898139225	0.307775690732	0.126541000274
a11	0.152616029173	0.0815413129991	0.046973913064	0.0521496216301	0.107203651396	0.081049053057	0.11374362035	0.236928200911	0.127794602891
a37	0.192591107724	0.0667465226664	0.0491920396213	0.0573734906767	0.113584881199	0.080988729019	0.106907409383	0.201251088304	0.13136473803
a31	0.185089911308	0.0573712658155	0.0480225159338	0.0554531451589	0.093103166133	0.080373577673	0.104222713194	0.245770516101	0.13059320041
a24	0.168420954369	0.0804381344652	0.0516285260379	0.0511280391196	0.0915840867777	0.078710500891	0.096236804198	0.2652532423	0.116599713003
a31	0.151052793223	0.0950854165551	0.073259733526	0.0536508281732	0.0925864093926	0.0813804529637	0.083501040066	0.253394435633	0.116088884801
a33	0.144883788308	0.0921273211184	0.0976457395553	0.0663045331911	0.0916472891975	0.0950586126546	0.082358285622	0.210878614211	0.1190958128
a20	0.184528133169	0.0977732273728	0.102107772852	0.0738682761304	0.0937907545992	0.0945928932849	0.093166421874	0.150431181804	0.109741350867
</S>	0.204080813184	0.0917793271864	0.102454131926	0.0730091222652	0.0815205185996	0.0887104024425	0.101272656937	0.146736851902	0.110436196933
