 	mio	fratello	non	mi	ha	mai	scritto	una	lettera	</S>
a23	0.206529427153	0.05253218917	0.03441075642	0.07311438468	0.12063816518	0.0135007378667	0.039762417044	0.19096232899	0.05465597451	0.2138936418
a31	0.146773172698	0.0318425192887	0.02183361412	0.0756393152867	0.0926921819027	0.0541713283454	0.0765124978313	0.23339498051	0.0846472448633	0.182493172373
a28	0.133001470946	0.0419598774496	0.03071685916	0.0977251913022	0.0940857003302	0.0913003359795	0.104282220486	0.18868472181	0.0960624866498	0.122181155071
a31	0.128451675382	0.0794532437612	0.04004370586	0.0929435398207	0.163381626477	0.088494685054	0.142526426911	0.103680365171	0.0679986289393	0.0930261198797
a29	0.078038991374	0.0851386969384	0.0334067769733	0.163538351474	0.220295808386	0.0936393422458	0.144787425179	0.0422431471978	0.0578964551604	0.0810150112559
a39	0.076480606438	0.0475281584628	0.0200441924511	0.214857822585	0.220145037229	0.0951250402013	0.121196683517	0.0436498456459	0.0957674278601	0.0652051903636
a31	0.144781767293	0.0671475237429	0.0152010331437	0.252084670622	0.173962700076	0.0758708568758	0.096503558659	0.0433601838429	0.0882372411007	0.0428504639025
a39	0.238539312311	0.0739653584196	0.0244250444212	0.254949555407	0.114943114092	0.0594613594339	0.0981598335597	0.0397797489459	0.0626256759342	0.0331509924106
a41	0.25017472097	0.0379757140132	0.0500416760204	0.200004759802	0.0808794858973	0.0579355693446	0.143434624893	0.0592151475193	0.0617866173714	0.0585516926835
a10	0.17112623159	0.0242135169777	0.0507518587401	0.203298898267	0.106640808566	0.0708847309815	0.156097445031	0.0815255551264	0.0719234283905	0.0635375342345
a31	0.15340332073	0.0286039895259	0.030870291	0.220288969222	0.115337776922	0.0815832014605	0.126994960077	0.100094369935	0.0980060761968	0.0448170455515
a18	0.19204984751	0.0421253550086	0.0342966539533	0.189074765074	0.092347815574	0.0753621405535	0.096979367359	0.133938114365	0.0963497435323	0.0474761921838
a31	0.201889021403	0.0506627900962	0.0467984897644	0.165136879491	0.079807621258	0.0749598664512	0.094969632053	0.144238303722	0.0872005303108	0.0543368584413
a3	0.191137954101	0.0611752485921	0.0622464209681	0.15719739843	0.076485273886	0.0741221846837	0.0866014912177	0.134012630041	0.0996392761703	0.0573821301338
a18	0.149711052167	0.0745464711974	0.0807522609894	0.122674849877	0.088798343562	0.0757472878279	0.0784200199392	0.143456761214	0.115803884123	0.0700890902979
a31	0.114437384432	0.0755246505991	0.0830378733965	0.0973575182257	0.086491181654	0.090116984676	0.0810425074464	0.145886892538	0.136689201774	0.0894158170993
a23	0.112249672921	0.0786936465997	0.0875473565322	0.0916663761419	0.0820888447513	0.0919057203587	0.0802760754821	0.135614238046	0.141721350591	0.0982367180998
</S>	0.12059641546	0.0877665377998	0.0965847407661	0.099822540371	0.0882515391756	0.0840905592793	0.074951196941	0.122930428623	0.132195073296	0.0928109631499
