 	la	macchina	vuole	riparata	dal	meccanico	</S>
a31	0.0889425258313	0.39874068312	0.035946113047	0.0558869734417	0.149690025854	0.139043496273	0.131750212012
a33	0.0418723409113	0.304578694887	0.117248773582	0.0611434738817	0.183357757625	0.172750854152	0.119048134335
a31	0.0773081287504	0.184862420109	0.147725524427	0.0699449562494	0.258877305008	0.149156439684	0.11212524676
a41	0.0986015390368	0.16740387145	0.178116431976	0.0717045239228	0.204317311163	0.138904616361	0.140951718827
a18	0.0799540682989	0.273293996217	0.230698730925	0.0631049117721	0.118492131908	0.094354133387	0.140102038226
a11	0.0899109324996	0.393829195406	0.176308557402	0.0557188333923	0.0809724959693	0.0596567006623	0.143603279705
a17	0.0888649229332	0.448066574669	0.125082198694	0.0469277283781	0.0558646840964	0.0673120842208	0.167881792635
a11	0.0861180382111	0.44666795989	0.102953053498	0.0400280311474	0.0651004054321	0.130979397074	0.128153093445
a31	0.0810960865037	0.361713572763	0.123824260099	0.0309645465225	0.0726171906774	0.251922906051	0.077861414655
a21	0.0804794024679	0.319825627654	0.112621474233	0.0289880484829	0.0795159450925	0.315145544644	0.0634239475917
a31	0.115643043889	0.317711977951	0.0640780947443	0.0323115355483	0.0782010678975	0.326340217415	0.0657140640639
a15	0.13854243343	0.28285471545	0.0481451248481	0.0382538282701	0.0698188009658	0.338276556338	0.0841085457546
a31	0.151988295743	0.243353616217	0.0626024624827	0.0509339962434	0.0812670837219	0.302003254779	0.107851281652
a11	0.163340796848	0.216772759672	0.0798844220942	0.0681388769011	0.0962925143073	0.242580267593	0.132990333884
a31	0.145628558683	0.181584621957	0.0917325392981	0.083671604767	0.110873999836	0.227171871198	0.159336784228
a11	0.136912330294	0.172535643786	0.110065358699	0.0984619565223	0.124522632212	0.203258143733	0.154243932676
a46	0.143978715431	0.175159938329	0.117806234566	0.126281432174	0.134294918337	0.166613685911	0.135865067225
a31	0.135209044877	0.13875418311	0.110874798522	0.127052342191	0.143464530779	0.185197984637	0.159447109075
</S>	0.125623959038	0.120120631455	0.105037584261	0.110233812795	0.14555811439	0.209160050318	0.184265850537
