 	non	mi	aspetti	che	non	vengo	</S>
a8	0.22326743596	0.2026553635	0.21848005805	0.083076789926	0.043112793958	0.171208138356	0.0581993857
a31	0.194233906408	0.222974107147	0.213257726409	0.113120441911	0.0871794242407	0.121452031453	0.0477823347533
a24	0.182823552166	0.213715170882	0.153675358915	0.131167690504	0.135417265318	0.143229036962	0.0399719229111
a31	0.163041797041	0.239207951534	0.191030314394	0.125727461968	0.117486577473	0.133425811077	0.0300801009904
a36	0.135750407646	0.231763222051	0.213184094607	0.126254465589	0.102908635071	0.158920659549	0.0312185217568
a31	0.127505598951	0.263639980344	0.194743994536	0.124255809976	0.0996861198237	0.156750392136	0.0334181260856
a39	0.123494030224	0.241006409821	0.163984802045	0.107473420972	0.100213342941	0.198835531199	0.0649924890219
a8	0.0778805210347	0.123977489234	0.108262011388	0.100189479044	0.122631823114	0.346778778066	0.120279910341
a31	0.0610593775316	0.0904655057313	0.0763260225027	0.104160953335	0.129387306571	0.377704133822	0.160896715514
a29	0.0540050595105	0.116222103404	0.0646291091676	0.102094152978	0.115740861057	0.351347533741	0.195961192171
a31	0.0693784921702	0.138277150935	0.0783174212559	0.102211614459	0.103114484352	0.278001611514	0.23069921299
a17	0.0906816351234	0.142018039445	0.0972636144186	0.120797093553	0.106966376451	0.217800562105	0.224472650597
</S>	0.0996305515617	0.155299719723	0.104146430209	0.128448970376	0.104690285726	0.217660715053	0.190123300298
