 	tu	le	hai	cucinati	le	verdure	</S>
a46	0.37817280176	0.3323737107	0.023264517858	0.1457296988	0.050681459974	0.05799540628	0.011782365916
a8	0.247154715193	0.210243593047	0.0363723830487	0.2878189796	0.0702833597407	0.133904196267	0.0142227445987
a20	0.140644544235	0.165885023334	0.0707058595522	0.2984446932	0.118558906574	0.164063928689	0.0416970143929
a8	0.0820428827795	0.160537841603	0.10317836322	0.2603850744	0.151728724125	0.162873361696	0.079253741531
a31	0.0604850699506	0.146763053921	0.0806557690467	0.2896363258	0.141946994642	0.179333245565	0.101179539444
a37	0.0330801869569	0.19305810554	0.0512624913889	0.299217363333	0.144675618947	0.166253696855	0.112452546988
a10	0.0291116316056	0.213743899013	0.044032194663	0.291136328178	0.143195044916	0.176327053618	0.102453867703
a31	0.0368649368285	0.187985387671	0.037154317701	0.296263379459	0.149425656305	0.202721893873	0.089584426741
a21	0.0372747505228	0.213387716757	0.0333312511137	0.284515064953	0.160801014008	0.183515505691	0.087174674567
a31	0.0298621304409	0.287546931386	0.0304354435179	0.247525661384	0.167835437176	0.15735723883	0.0794371517343
a10	0.0228898215936	0.302160434329	0.0280689811193	0.223661519861	0.159723051659	0.180974658543	0.0825215504901
a17	0.0415971958512	0.321422869363	0.0303684323398	0.225071642954	0.13146713302	0.165853776981	0.0842189551814
a20	0.0487700886037	0.315558155774	0.0358723474133	0.219912153118	0.12774761374	0.165001287394	0.0871383485918
a31	0.0408407828546	0.304190636918	0.0437119449378	0.175243848506	0.129027071113	0.191098393131	0.115887321757
a39	0.0727446014049	0.284616594299	0.0483303378459	0.205278394035	0.109540895638	0.158719641177	0.120769554432
a31	0.110359281135	0.241132526433	0.0725007824153	0.202925172812	0.0986629328127	0.131853251659	0.142566066657
a8	0.136474533845	0.229630866744	0.0922613848718	0.142734201271	0.102587042071	0.14204637102	0.154265590352
a39	0.161029942082	0.218940014515	0.101168118357	0.128388677424	0.112180540624	0.149010265673	0.129282433184
a8	0.166860943027	0.210716894172	0.112553145052	0.131202329675	0.115581800141	0.138103035891	0.124981841061
</S>	0.165026538013	0.214582436086	0.113544062526	0.135196059837	0.11672868707	0.132374743946	0.122547449131
